stride_idx,level,beta_pre,beta_post,delta_beta,beta_max,ess_at_dbeta_chosen,n_smc,theta_dim,chees_L_chosen,chees_score_best,chees_L_candidates,chees_scores,eps_step_size,n_mcmc_moves,total_accepts,accept_frac,log_density_pre_mean,log_density_post_mean,delta_log_density,esjd_total,esjd_per_eps_L,wall_seconds_level
12,1,0.0,0.0015979671583317796,0.0015979671583317796,0.007989835791658897,72.19292571959878,128,16,16,32.47956981396257,16;32;64;128,32.47956981396257;9.514471804103017;7.3985835658109265;2.1796467279109986,0.2,2,253,0.98828125,-1097.5287072609644,-382.6865578566212,714.8421494043432,43.130304139273065,13.478220043522832,7.613970994949341
12,2,0.0015979671583317796,0.003195934316663559,0.0015979671583317796,0.007989835791658897,107.10608309785162,128,16,16,32.55275006663272,16;32;64;128,32.55275006663272;12.13924716472377;8.602486166077059;2.1999554015344183,0.2,2,248,0.96875,-382.6865578566212,-199.2212719123345,183.46528594428673,43.42429084028783,13.570090887589947,7.814145088195801
12,3,0.003195934316663559,0.004793901474995339,0.0015979671583317796,0.007989835791658897,115.41130556348429,128,16,16,41.5147236226588,16;32;64;128,41.5147236226588;10.307759667431245;8.443545217558507;1.920720884145504,0.2,2,244,0.953125,-199.2212719123345,-96.33940632478334,102.88186558755115,44.65481811767797,13.954630661774365,7.839787006378174
12,4,0.004793901474995339,0.006391868633327118,0.0015979671583317796,0.007989835791658897,120.70510084614781,128,16,16,27.233934529220853,16;32;64;128,27.233934529220853;11.258009268092316;7.571592064931345;1.323216928382335,0.2,2,236,0.921875,-96.33940632478334,-73.35137169621885,22.988034628564492,42.27383019729494,13.210571936654668,7.778424024581909
12,5,0.006391868633327118,0.007989835791658897,0.0015979671583317787,0.007989835791658897,121.0114660801456,128,16,16,30.705723441076092,16;32;64;128,30.705723441076092;10.362030669885925;5.283644521962872;1.7772015517866806,0.2,2,236,0.921875,-73.35137169621885,-22.17998465616256,51.17138704005629,44.97803016880048,14.05563442775015,7.591958999633789
14,1,0.0,0.001648278637722934,0.001648278637722934,0.008241393188614669,69.27918712365144,128,16,16,23.583691702057028,16;32;64;128,23.583691702057028;11.56554001082622;6.20775103964975;1.8202089396239767,0.2,2,254,0.9921875,-1101.4757829164155,-428.8785352455452,672.5972476708703,44.58616929976618,13.933177906176931,7.780806064605713
14,2,0.001648278637722934,0.003296557275445868,0.001648278637722934,0.008241393188614669,101.81586565130307,128,16,16,36.71614172164872,16;32;64;128,36.71614172164872;10.70080744730458;9.32852855753568;2.284568280814304,0.2,2,253,0.98828125,-428.8785352455452,-218.54385640635155,210.33467883919366,41.72585379450061,13.03932931078144,7.7159810066223145
14,3,0.003296557275445868,0.004944835913168802,0.001648278637722934,0.008241393188614669,115.59196720317127,128,16,16,27.279201773642065,16;32;64;128,27.279201773642065;13.045855090312303;9.890545354233375;1.9091240412908095,0.2,2,252,0.984375,-218.54385640635155,-118.418557273224,100.12529913312756,38.97780531459287,12.180564160810272,7.6299660205841064
14,4,0.004944835913168802,0.006593114550891736,0.001648278637722934,0.008241393188614669,121.04550046782882,128,16,16,34.26399687139884,16;32;64;128,34.26399687139884;7.72644013719103;7.180002103791486;1.9328341881980482,0.2,2,248,0.96875,-118.418557273224,-80.74403690709732,37.67452036612667,40.42861506153385,12.633942206729326,7.622377157211304
14,5,0.006593114550891736,0.008241393188614669,0.001648278637722933,0.008241393188614669,122.21092975463121,128,16,16,27.27643763527791,16;32;64;128,27.27643763527791;11.974364457639531;5.860541024649515;1.1203600479221483,0.2,2,240,0.9375,-80.74403690709732,-58.43902146094479,22.305015446152538,41.62822917454082,13.008821617044006,7.882983922958374
16,1,0.0,0.0015144779328384013,0.0015144779328384013,0.007572389664192006,71.09773989282745,128,16,16,44.3873889622914,16;32;64;128,44.3873889622914;14.844159773979861;9.80880619665776;2.7840656261126417,0.2,2,255,0.99609375,-1268.610070316936,-410.9891859127674,857.6208844041685,43.213606831026105,13.504252134695657,7.503496885299683
16,2,0.0015144779328384013,0.0030289558656768027,0.0015144779328384013,0.007572389664192006,106.76410696243468,128,16,16,39.05024444687711,16;32;64;128,39.05024444687711;13.518003827371299;9.828104676259493;2.5360735030640407,0.2,2,253,0.98828125,-410.9891859127674,-199.51096650748514,211.4782194052823,39.310931675431796,12.284666148572436,7.5278778076171875
16,3,0.0030289558656768027,0.004543433798515204,0.0015144779328384013,0.007572389664192006,118.49332177656834,128,16,16,26.224440546005376,16;32;64;128,26.224440546005376;10.558994723324977;6.533530487929059;1.5415191069475458,0.2,2,251,0.98046875,-199.51096650748514,-124.11000927502755,75.40095723245759,38.4027069392286,12.000845918508936,7.782724142074585
16,4,0.004543433798515204,0.006057911731353605,0.0015144779328384013,0.007572389664192006,121.89269008485284,128,16,16,29.632503958841706,16;32;64;128,29.632503958841706;6.75417739003459;7.191482295106349;1.9151309645860284,0.2,2,244,0.953125,-124.11000927502755,-78.18610575585626,45.92390351917129,40.05718959407741,12.517871748149188,7.538920879364014
16,5,0.006057911731353605,0.007572389664192006,0.0015144779328384005,0.007572389664192006,123.38305569530917,128,16,16,27.737899329038537,16;32;64;128,27.737899329038537;9.058932371018233;7.837220465403224;2.0770626469446585,0.2,2,241,0.94140625,-78.18610575585626,-48.600358333671466,29.585747422184795,40.26543729411792,12.58294915441185,7.614944934844971
18,1,0.0,0.0012913750258450483,0.0012913750258450483,0.006456875129225241,80.79744676673764,128,16,16,27.192864307969984,16;32;64;128,27.192864307969984;9.77085505404657;7.594359238046537;1.8521636762351448,0.2,2,255,0.99609375,-1315.0676114987582,-505.972830216866,809.0947812818922,42.44324649482105,13.263514529631577,7.488313913345337
18,2,0.0012913750258450483,0.0025827500516900966,0.0012913750258450483,0.006456875129225241,106.52369842541462,128,16,16,27.576898490128084,16;32;64;128,27.576898490128084;8.508356162422077;7.730882707079243;2.2313571134728054,0.2,2,253,0.98828125,-505.972830216866,-304.8449734133901,201.12785680347588,42.18736183222577,13.183550572570551,7.6025800704956055
18,3,0.0025827500516900966,0.003874125077535145,0.0012913750258450483,0.006456875129225241,116.05645832984305,128,16,16,39.69180294647336,16;32;64;128,39.69180294647336;13.436727765987971;10.19436202034169;1.843340844709566,0.2,2,251,0.98046875,-304.8449734133901,-205.2233825622825,99.62159085110761,41.14950069764932,12.859218968015412,7.725653171539307
18,4,0.003874125077535145,0.005165500103380193,0.0012913750258450483,0.006456875129225241,119.59577914482531,128,16,16,37.75495528712559,16;32;64;128,37.75495528712559;11.711776641196353;9.610625319169772;1.977744402429348,0.2,2,246,0.9609375,-205.2233825622825,-132.0315153701231,73.1918671921594,42.20110102987541,13.187844071836064,7.740746021270752
18,5,0.005165500103380193,0.006456875129225241,0.0012913750258450474,0.006456875129225241,122.58749900126926,128,16,16,29.397837398412964,16;32;64;128,29.397837398412964;9.84235492451841;6.874729419713992;1.9118440830979404,0.2,2,245,0.95703125,-132.0315153701231,-56.72072556358762,75.31078980653547,39.79126077290578,12.434768991533055,7.592763185501099
20,1,0.0,0.00163425240787723,0.00163425240787723,0.00817126203938615,74.42071431301643,128,16,16,25.61131870734684,16;32;64;128,25.61131870734684;14.424262457977393;10.384564493473635;2.725953705371063,0.2,2,256,1.0,-983.8892604925204,-412.39773994893767,571.4915205435827,45.1326185857362,14.103943308042563,7.926661968231201
20,2,0.00163425240787723,0.00326850481575446,0.00163425240787723,0.00817126203938615,104.38890003827477,128,16,16,36.47361388222123,16;32;64;128,36.47361388222123;15.084288761050736;9.12915595416802;2.333651217408535,0.2,2,249,0.97265625,-412.39773994893767,-196.07784996170085,216.31988998723682,43.574022953821014,13.616882173069067,7.635209083557129
20,3,0.00326850481575446,0.00490275722363169,0.0016342524078772304,0.00817126203938615,117.25581297591437,128,16,16,37.42826838554052,16;32;64;128,37.42826838554052;9.670699351311983;9.5575785499728;1.5544166402534099,0.2,2,252,0.984375,-196.07784996170085,-92.0605314206332,104.01731854106765,38.88887240366256,12.15277262614455,7.594780921936035
20,4,0.00490275722363169,0.00653700963150892,0.0016342524078772295,0.00817126203938615,121.53403645409763,128,16,16,33.040081915765725,16;32;64;128,33.040081915765725;10.358510723659196;7.327493946182027;1.1970321597245797,0.2,2,246,0.9609375,-92.0605314206332,-42.54184909816831,49.51868232246488,41.087883435854685,12.839963573704589,7.683982849121094
20,5,0.00653700963150892,0.00817126203938615,0.0016342524078772295,0.00817126203938615,123.79096571561243,128,16,16,32.56686413484497,16;32;64;128,32.56686413484497;7.528995817659427;6.402450045687791;1.2493465211545718,0.2,2,247,0.96484375,-42.54184909816831,-20.104910562513396,22.436938535654917,38.3844277625071,11.99513367578347,7.569041967391968
22,1,0.0,0.002410353010082398,0.002410353010082398,0.012191632646743219,64.00000002149207,128,16,16,23.01303946615415,16;32;64;128,23.01303946615415;8.05244389635266;5.983500709564849;2.069632471053331,0.2,2,252,0.984375,-954.8705055741593,-286.9924905290827,667.8780150450766,40.75922568796283,12.737258027488384,7.660333156585693
22,2,0.002410353010082398,0.004848679539431042,0.002438326529348644,0.012191632646743219,100.44331091723228,128,16,16,39.15063414456922,16;32;64;128,39.15063414456922;10.995303740512833;9.615897287303499;1.905425810121494,0.2,2,251,0.98046875,-286.9924905290827,-118.366040766472,168.62644976261072,39.46775025858109,12.33367195580659,7.76952600479126
22,3,0.004848679539431042,0.007287006068779686,0.002438326529348644,0.012191632646743219,115.7266164723673,128,16,16,28.9718003359647,16;32;64;128,28.9718003359647;8.343662580113392;6.37159472778867;2.2752525567416324,0.2,2,239,0.93359375,-118.366040766472,-66.1637163432315,52.2023244232405,42.7792858036695,13.368526813646719,7.679579019546509
22,4,0.007287006068779686,0.009725332598128331,0.002438326529348645,0.012191632646743219,118.75418047283787,128,16,16,34.01836981639962,16;32;64;128,34.01836981639962;8.078715360381187;4.704890687927182;2.3525759339692205,0.2,2,238,0.9296875,-66.1637163432315,-18.964911449700594,47.198804893530905,42.847896109125415,13.389967534101691,7.795016050338745
22,5,0.009725332598128331,0.012163659127476975,0.002438326529348644,0.012191632646743219,121.29396797369523,128,16,16,24.393512715917545,16;32;64;128,24.393512715917545;5.713087431081294;3.7523230561822434;0.7113610933836919,0.2,2,224,0.875,-18.964911449700594,15.877781173679978,34.84269262338057,45.86351429715375,14.332348217860545,7.973565101623535
22,6,0.012163659127476975,0.012191632646743219,2.7973519266243432e-5,0.012191632646743219,127.9993358828997,128,16,16,25.259049775674374,16;32;64;128,25.259049775674374;7.659012019571774;4.822852995883398;0.9921064949073455,0.2,2,217,0.84765625,15.877781173679978,26.315824989578687,10.438043815898709,50.507560097707604,15.783612530533626,7.939802885055542
24,1,0.0,0.0012202018844989565,0.0012202018844989565,0.006101009422494782,69.49424922333883,128,16,16,49.217997748347294,16;32;64;128,49.217997748347294;16.944970034130115;11.537356436828627;3.3882698164145064,0.2,2,254,0.9921875,-1520.8740275381133,-478.70580849959515,1042.1682190385181,46.93074877253931,14.665858991418533,7.777112007141113
24,2,0.0012202018844989565,0.002440403768997913,0.0012202018844989565,0.006101009422494782,107.23020163016149,128,16,16,38.80920109978114,16;32;64;128,38.80920109978114;13.299891620391731;10.120548384894757;2.212600224916413,0.2,2,251,0.98046875,-478.70580849959515,-224.58933520223945,254.1164732973557,41.24792461975906,12.889976443674707,7.8939619064331055
24,3,0.002440403768997913,0.0036606056534968694,0.0012202018844989565,0.006101009422494782,119.11159025055667,128,16,16,24.612824290023227,16;32;64;128,24.612824290023227;9.898080540545923;6.138629241812268;1.4630948624985947,0.2,2,254,0.9921875,-224.58933520223945,-139.60871795623098,84.98061724600848,38.911728383999225,12.159915119999757,7.81926703453064
24,4,0.0036606056534968694,0.004880807537995826,0.0012202018844989565,0.006101009422494782,123.1729736415313,128,16,16,32.605288955634336,16;32;64;128,32.605288955634336;18.048840993485275;10.640331913253807;1.8336929083853952,0.2,2,251,0.98046875,-139.60871795623098,-129.45116939768195,10.157548558549024,38.76979331070098,12.115560409594057,7.774165868759155
24,5,0.004880807537995826,0.006101009422494782,0.0012202018844989565,0.006101009422494782,124.02480245657185,128,16,16,38.91735561948209,16;32;64;128,38.91735561948209;8.155465287118918;9.995931055953053;2.0739126767438023,0.2,2,245,0.95703125,-129.45116939768195,-128.7298091800185,0.7213602176634595,41.36755164185174,12.927359888078668,7.851759910583496
26,1,0.0,0.001295462037122233,0.001295462037122233,0.0064773101856111645,81.83526795962858,128,16,16,35.50066028934706,16;32;64;128,35.50066028934706;14.447122338360886;7.922399599360961;1.8308759247542823,0.2,2,254,0.9921875,-1133.177446550224,-362.6774562422652,770.4999903079588,40.880904605105314,12.77528268909541,7.510657787322998
26,2,0.001295462037122233,0.002590924074244466,0.001295462037122233,0.0064773101856111645,110.78045882146681,128,16,16,27.169350298381232,16;32;64;128,27.169350298381232;10.13326536615135;7.387769805609024;1.36908628057497,0.2,2,251,0.98046875,-362.6774562422652,-223.25638712989166,139.42106911237352,39.8386161800393,12.44956755626228,7.632160902023315
26,3,0.002590924074244466,0.003886386111366699,0.001295462037122233,0.0064773101856111645,118.29527872000288,128,16,16,31.023760315929096,16;32;64;128,31.023760315929096;12.573010096218153;6.356776840320647;2.197849533213528,0.2,2,247,0.96484375,-223.25638712989166,-155.3727751711849,67.88361195870675,39.963643419067054,12.488638568458454,7.550440073013306
26,4,0.003886386111366699,0.005181848148488932,0.001295462037122233,0.0064773101856111645,122.49467915609932,128,16,16,34.019889605257156,16;32;64;128,34.019889605257156;10.100170991272286;8.67187092027788;1.7889075219373856,0.2,2,247,0.96484375,-155.3727751711849,-101.4507585966494,53.92201657453552,38.60545293238615,12.06420404137067,7.593754053115845
26,5,0.005181848148488932,0.0064773101856111645,0.0012954620371222322,0.0064773101856111645,124.2559776312039,128,16,16,29.378264776495516,16;32;64;128,29.378264776495516;7.653516902470792;5.585781668106969;1.4930516138303318,0.2,2,240,0.9375,-101.4507585966494,-60.93213278660551,40.518625810043886,40.062111827370934,12.519409946053417,7.52124285697937
28,1,0.0,0.0012144959599954153,0.0012144959599954153,0.006072479799977076,84.11010638339089,128,16,16,32.52993220392449,16;32;64;128,32.52993220392449;11.986603248901428;8.846508712462908;2.2197417016191214,0.2,2,252,0.984375,-1077.1454329206608,-463.3814880964346,613.7639448242262,45.08323211983242,14.08851003744763,7.550951957702637
28,2,0.0012144959599954153,0.0024289919199908306,0.0012144959599954153,0.006072479799977076,108.22022043288447,128,16,16,34.15571066071713,16;32;64;128,34.15571066071713;11.031924026764806;7.879950182620051;2.065268638614347,0.2,2,252,0.984375,-463.3814880964346,-249.2412478919141,214.14024020452052,38.42370679439753,12.007408373249229,7.5944859981536865
28,3,0.0024289919199908306,0.003643487879986246,0.0012144959599954155,0.006072479799977076,118.88225146610473,128,16,16,33.539546814567004,16;32;64;128,33.539546814567004;10.248036034718991;8.098934951916931;2.5830048561269723,0.2,2,251,0.98046875,-249.2412478919141,-173.92508877487853,75.31615911703557,41.26274688913454,12.894608402854542,7.577521800994873
28,4,0.003643487879986246,0.004857983839981661,0.001214495959995415,0.006072479799977076,120.68132295844484,128,16,16,39.59102661122774,16;32;64;128,39.59102661122774;11.941395603086052;9.132740107058867;2.3539452795811555,0.2,2,242,0.9453125,-173.92508877487853,-109.5129029895179,64.41218578536063,41.763044524053115,13.050951413766597,7.541765213012695
28,5,0.004857983839981661,0.006072479799977076,0.001214495959995415,0.006072479799977076,123.48053802166115,128,16,16,27.666556409819705,16;32;64;128,27.666556409819705;10.666819278693861;6.521600123108182;1.5577858944135672,0.2,2,242,0.9453125,-109.5129029895179,-98.38489083829336,11.128012151224539,43.07148074034617,13.459837731358176,7.542612075805664
30,1,0.0,0.0014103095515531489,0.0014103095515531489,0.007051547757765744,83.45739040344951,128,16,16,34.92620187844417,16;32;64;128,34.92620187844417;11.647962858685302;9.491819799244071;2.9332469072305516,0.2,2,251,0.98046875,-1037.166946438956,-449.9213359686546,587.2456104703015,44.49426576553115,13.904458051728485,7.570592880249023
30,2,0.0014103095515531489,0.0028206191031062977,0.0014103095515531489,0.007051547757765744,105.50423878528395,128,16,16,31.444163621816305,16;32;64;128,31.444163621816305;13.794765376569721;6.916389318528037;2.1513843795995746,0.2,2,252,0.984375,-449.9213359686546,-248.9654611867154,200.9558747819392,39.15534771417052,12.236046160678287,7.60153603553772
30,3,0.0028206191031062977,0.0042309286546594466,0.0014103095515531489,0.007051547757765744,115.84392453753523,128,16,16,17.845646841207195,16;32;64;128,17.845646841207195;11.869006942794488;6.764951377101027;2.0027334083326664,0.2,2,240,0.9375,-248.9654611867154,-151.4820533330785,97.48340785363689,42.9736462225523,13.429264444547591,7.52556300163269
30,4,0.0042309286546594466,0.005641238206212595,0.0014103095515531489,0.007051547757765744,121.0944075603181,128,16,16,30.89439085930315,16;32;64;128,30.89439085930315;7.804432741823555;6.281530909047991;1.7919937794626166,0.2,2,248,0.96875,-151.4820533330785,-78.66456369683146,72.81748963624705,41.084921898337264,12.839038093230394,7.520820140838623
30,5,0.005641238206212595,0.007051547757765744,0.0014103095515531489,0.007051547757765744,124.17861652071063,128,16,16,24.286336527159637,16;32;64;128,24.286336527159637;9.007572617200525;5.486651436996924;1.7482217973045593,0.2,2,246,0.9609375,-78.66456369683146,-71.17047957482282,7.494084122008644,39.50525289172785,12.345391528664953,7.533157825469971
32,1,0.0,0.000979857051930257,0.000979857051930257,0.004899285259651285,80.3100745040847,128,16,16,38.05673411480187,16;32;64;128,38.05673411480187;15.742670355800469;7.208160502269323;1.9886080215201567,0.2,2,255,0.99609375,-1513.2602052787552,-682.3609680053778,830.8992372733774,43.231162386511926,13.509738245784977,7.476714134216309
32,2,0.000979857051930257,0.001959714103860514,0.000979857051930257,0.004899285259651285,107.43305420066329,128,16,16,37.395621033283035,16;32;64;128,37.395621033283035;14.637292113127451;10.196006752342793;2.524663268080173,0.2,2,253,0.98828125,-682.3609680053778,-376.15301530319266,306.20795270218514,41.80769584563028,13.06490495175946,7.486138105392456
32,3,0.001959714103860514,0.002939571155790771,0.0009798570519302572,0.004899285259651285,118.84181356955064,128,16,16,28.536659500494114,16;32;64;128,28.536659500494114;12.420536856970262;7.174863559152308;2.473337131650707,0.2,2,248,0.96875,-376.15301530319266,-286.0356193376938,90.11739596549887,45.10181226178504,14.094316331807825,7.506618022918701
32,4,0.002939571155790771,0.003919428207721028,0.0009798570519302567,0.004899285259651285,120.07868015671437,128,16,16,27.1126657060453,16;32;64;128,27.1126657060453;9.97284667426443;6.825838863694324;2.2330790636815268,0.2,2,247,0.96484375,-286.0356193376938,-189.08922124910168,96.9463980885921,43.843795782673816,13.701186182085566,7.5461201667785645
32,5,0.003919428207721028,0.004899285259651285,0.0009798570519302567,0.004899285259651285,123.12285385393281,128,16,16,30.34613886425536,16;32;64;128,30.34613886425536;9.078083503247742;4.398965490574638;1.9162660231559774,0.2,2,251,0.98046875,-189.08922124910168,-146.94355521118268,42.145666037919,37.3434676221343,11.669833631916967,7.511254072189331
