stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi_B,daily_phi_S,A_mean_so_far,B_end,S_end,F_end,A_end,KFB_end,KFS_end,t_slice_phi,t_plant_rollout,t_accumulate,t_window_grid,t_filter,t_xhat,t_replan,t_postlog
1,0.20164704322814941,0,0,1.0,1.0,0.09790265716915138,0.057578670618512226,0.10429441956841405,0.3133731490629026,0.09110623873934215,0.0326794977616164,0.0523075456968216,1.9073486328125e-6,6.318092346191406e-5,2.5033950805664062e-5,0.0,0.0,0.0,0.0,0.0
2,59.951452016830444,11,5,1.0,1.0,0.09224811433062045,0.06171108358022133,0.10886742302385435,0.3315239074219715,0.07947372892352582,0.03443758294360644,0.054548264709335555,2.1457672119140625e-6,5.984306335449219e-5,4.0531158447265625e-6,9.5367431640625e-7,50.85789108276367,0.2994699478149414,7.991660833358765,0.1376359462738037
3,24.726558923721313,6,0,0.82615584,0.37584117,0.08705702171262299,0.06890665468510139,0.10780382135171775,0.33103345987106486,0.07515522706015962,0.035584183451822834,0.055892380475351035,1.9073486328125e-6,3.814697265625e-5,4.0531158447265625e-6,9.5367431640625e-7,24.726308822631836,7.581710815429688e-5,0.0,1.9073486328125e-6
4,27.024622917175293,5,5,0.68265504,0.30459315,0.0828860836035487,0.0721897770036165,0.10976080703139013,0.3272642160612307,0.06676111046611091,0.03732069527847042,0.056465585070927984,9.5367431640625e-7,4.100799560546875e-5,8.106231689453125e-6,2.86102294921875e-6,20.110268115997314,7.295608520507812e-5,6.913853168487549,2.288818359375e-5
5,20.444875955581665,5,0,0.7039602,0.4332011,0.07965754401623837,0.0807433339519218,0.10866816790390561,0.3398742110864884,0.06688718145785987,0.03866253017865518,0.057905966684117634,9.5367431640625e-7,4.100799560546875e-5,7.867813110351562e-6,1.9073486328125e-6,20.444627046585083,6.985664367675781e-5,0.0,9.5367431640625e-7
6,27.68394112586975,5,5,0.5799541,0.35106838,0.07739403506457779,0.08226824100528328,0.1090747540933216,0.3336583485696796,0.06354141487909135,0.0402766688341836,0.05850007154150777,1.1920928955078125e-6,3.981590270996094e-5,9.059906005859375e-6,3.0994415283203125e-6,20.682558059692383,6.794929504394531e-5,7.000900983810425,1.2159347534179688e-5
7,21.33699893951416,5,0,0.7067631,0.46853638,0.07510333743313995,0.08504341411883629,0.10758681652859928,0.3349343460881262,0.056830930697713486,0.04162240013046011,0.0601032843715945,9.5367431640625e-7,4.1961669921875e-5,1.0013580322265625e-5,3.0994415283203125e-6,21.33672595024109,8.296966552734375e-5,0.0,1.9073486328125e-6
