stride_idx,level,beta_pre,beta_post,delta_beta,beta_max,ess_at_dbeta_chosen,n_smc,theta_dim,chees_L_chosen,chees_score_best,chees_L_candidates,chees_scores,eps_step_size,n_mcmc_moves,total_accepts,accept_frac,log_density_pre_mean,log_density_post_mean,delta_log_density,esjd_total,esjd_per_eps_L,wall_seconds_level
2,1,0.0,4.22558563935414,4.22558563935414,21.1279281967707,601.093176186312,1024,12,16,25.03319867302896,16;32;64;128;256;512,25.03319867302896;11.125486476094785;7.095272561645203;2.448231628021611;2.0208480826721655;0.2576352572041321,0.2,8,8128,0.9921875,2.5978777276163783,2.85940932757876,0.26153159996238173,46.418565806011145,14.505801814378483,2.592993974685669
2,2,4.22558563935414,8.45117127870828,4.22558563935414,21.1279281967707,863.1786299424435,1024,12,16,18.300384140555725,16;32;64;128;256;512,18.300384140555725;9.56494252227538;6.960546944648891;1.9647331067010438;1.5275513626438377;0.31614976004624984,0.2,8,8090,0.987548828125,2.85940932757876,2.917811983379579,0.05840265580081905,45.025762558112014,14.070550799410004,2.242666006088257
2,3,8.45117127870828,12.67675691806242,4.22558563935414,21.1279281967707,941.4791959639147,1024,12,16,24.232613644143488,16;32;64;128;256;512,24.232613644143488;8.745813100763666;5.41510597015313;1.7002599805035674;1.4435560062167756;0.1923225122694329,0.2,8,8064,0.984375,2.917811983379579,2.945557576176725,0.027745592797145946,43.23462927650053,13.510821648906415,2.242089033126831
2,4,12.67675691806242,16.90234255741656,4.22558563935414,21.1279281967707,975.8227112891221,1024,12,16,18.988340511138475,16;32;64;128;256;512,18.988340511138475;9.196650641886238;6.356440417394523;1.0814821799044732;1.087752669528019;0.1938168883183557,0.2,8,8028,0.97998046875,2.945557576176725,2.9603136051828187,0.01475602900609374,43.24695669569418,13.51467396740443,2.1839308738708496
2,5,16.90234255741656,21.1279281967707,4.22558563935414,21.1279281967707,994.228268324432,1024,12,16,17.682642905454962,16;32;64;128;256;512,17.682642905454962;7.713340333118578;4.876384580995116;1.5522886013069503;1.088952645303497;0.1669818170507323,0.2,8,7992,0.9755859375,2.9603136051828187,2.9683878218365862,0.008074216653767508,43.82909420836944,13.69659194011545,2.191486120223999
4,1,0.0,4.125763506933931,4.125763506933931,20.628817534669658,616.6264653827324,1024,12,16,22.489659597756912,16;32;64;128;256;512,22.489659597756912;7.105508566038388;5.291478258000624;1.4954758494306342;1.3588475955405845;0.18943708845999488,0.2,8,8146,0.994384765625,2.803301861732507,3.035027703755077,0.23172584202256985,48.05945300988273,15.018579065588353,2.466693878173828
4,2,4.125763506933931,8.251527013867863,4.125763506933931,20.628817534669658,865.7946348971001,1024,12,16,30.74267918345001,16;32;64;128;256;512,30.74267918345001;9.073646969310728;7.523177359241084;2.3645406289190842;1.9730440149877577;0.3053874941592845,0.2,8,8103,0.9891357421875,3.035027703755077,3.106364609533557,0.07133690577848029,46.519743036704014,14.537419698970004,2.2292640209198
4,3,8.251527013867863,12.377290520801793,4.1257635069339305,20.628817534669658,950.1760916913713,1024,12,16,28.574528009422526,16;32;64;128;256;512,28.574528009422526;9.85217535574737;6.465797106601707;1.674341669806441;1.4075462039575215;0.16015801728484136,0.2,8,8060,0.98388671875,3.106364609533557,3.132999438304978,0.02663482877142087,45.17304011564771,14.116575036139908,2.4724481105804443
4,4,12.377290520801793,16.503054027735725,4.125763506933932,20.628817534669658,985.5076332194424,1024,12,16,18.444603584326725,16;32;64;128;256;512,18.444603584326725;6.910230632510426;4.254575528078116;1.5738129239053762;1.0317667327133617;0.13194883088077086,0.2,8,8013,0.9781494140625,3.132999438304978,3.1460480960558925,0.013048657750914572,43.685286586294836,13.651652058217136,2.496316909790039
4,5,16.503054027735725,20.628817534669658,4.125763506933932,20.628817534669658,997.312336400937,1024,12,16,18.657771631857905,16;32;64;128;256;512,18.657771631857905;6.582094433987714;3.3601800928748937;1.3345834705347743;0.6200417631595874;0.23818128219643425,0.2,8,7985,0.9747314453125,3.1460480960558925,3.152979377977317,0.00693128192142467,42.631544091546196,13.322357528608185,2.4894919395446777
