stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi,A_mean_so_far,B_end,F_end,A_end
1,0.19329214096069336,0,0,1.0,0.09762438202962109,0.05548917838471154,0.2959598949425707,0.09490694569916792
2,36.5055890083313,5,6,1.0,0.09503506122119791,0.05931131404419524,0.29175707404930723,0.0914359674741382
3,1.1027460098266602,5,0,0.1886511,0.09282685622354664,0.057985694379028146,0.2747928228036184,0.08557051373030697
4,28.636499166488647,5,6,0.13643044,0.0907301281827594,0.06055935815623166,0.2496811812993792,0.08459489870948196
5,1.1344821453094482,5,0,0.19741495,0.0895048091661045,0.06118869491798617,0.2388010965616437,0.08453926363391613
6,31.95720887184143,5,6,0.14050248,0.08812129836171761,0.06072382432827822,0.22342837633939294,0.07909854455581593
7,1.1265020370483398,5,0,0.1986125,0.08695526559690685,0.0607792490360502,0.21057567715547593,0.0826757015097704
8,29.852464199066162,5,5,0.14375217,0.08604913602116498,0.06231771123869372,0.19531709259616148,0.07672383360974226
9,1.0928659439086914,5,0,0.22882742,0.08485979543775929,0.06275630806669383,0.18249601478686542,0.07771056659165512
10,28.376192092895508,5,5,0.1670898,0.08415843078374177,0.06544289974701861,0.17545989670480075,0.0800505941220016
11,1.1363351345062256,5,0,0.21934457,0.08358040780255911,0.06374175669006493,0.16680205819347607,0.07773261896646391
12,29.663755893707275,5,6,0.1596279,0.08270691513899443,0.06505540600942857,0.15857313777984067,0.06972910162497954
13,1.091839075088501,5,0,0.18489484,0.08152474086116132,0.06537067609383405,0.15172343067442703,0.06725191099652253
14,32.766737937927246,5,6,0.13253726,0.08045044361685233,0.06404147897307838,0.14413681233295325,0.06391696183030558
15,1.124398946762085,5,0,0.19057429,0.07931094237703211,0.06387453574866095,0.13703772284376706,0.06508509921752688
16,35.787347078323364,5,6,0.13484155,0.07853294454693273,0.06468189330393714,0.12805530137935797,0.06710465626853263
17,1.0935678482055664,5,0,0.22579105,0.07794138169537533,0.06604265362177573,0.12374660890443785,0.06760197131767749
18,30.264282941818237,5,6,0.1619954,0.07761011784698521,0.06651357224111948,0.11969944905969397,0.07752054564530035
19,1.0909240245819092,5,0,0.2428583,0.07759983197232205,0.068081232797152,0.11354736410356812,0.07923184731886644
20,30.357768058776855,5,6,0.17882158,0.07755874304435288,0.06838925458395106,0.10898969679640853,0.0753477723935795
21,1.1178290843963623,5,0,0.2572939,0.0772084619741724,0.06883566044209831,0.10563007929639451,0.0677405967845357
22,29.58279013633728,5,6,0.18697314,0.0767755243166921,0.06819214514662086,0.09942468428022717,0.06947083151727435
23,1.1525659561157227,5,0,0.22300579,0.07648936056150353,0.06921162168478813,0.09586390865659795,0.0731912164603298
24,31.21104907989502,5,6,0.15768708,0.07643097501352521,0.06872666586796079,0.09100685400734379,0.07910023293847172
25,1.0313529968261719,5,0,0.24513209,0.07646448380506099,0.06822111632935951,0.08293259592109803,0.07831990782746254
26,29.37271499633789,5,6,0.17720814,0.07651864840175401,0.06907969476004328,0.08028760947176507,0.07713079604532812
27,1.1334071159362793,5,0,0.2565862,0.07672823366538636,0.07081967581751832,0.07988295807164682,0.08485118635484035
