stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi,A_mean_so_far,B_end,F_end,A_end
1,0.19660711288452148,0,0,1.0,0.09762438202962109,0.05548917838471154,0.2959598949425707,0.09490694569916792
2,89.46285891532898,5,6,1.0,0.09503506122119791,0.05931131404419524,0.29175707404930723,0.0914359674741382
3,1.0988061428070068,5,0,1.388007,0.09281819838176385,0.06535578508028154,0.2921856599328981,0.08550005455353578
4,84.73558497428894,5,6,1.3983947,0.0906815076308557,0.07579212069827461,0.28374219717829685,0.08432603043526116
5,1.0740458965301514,5,0,2.1880796,0.0893773305996785,0.08858114487912387,0.299567381956161,0.08391866695830565
6,76.71886587142944,5,6,2.225587,0.08786907390401048,0.10058042085457475,0.3099605382242111,0.07798524837882179
7,1.13975191116333,5,0,2.0432794,0.08653069596259015,0.11136686436189785,0.3176122534120801,0.08088405607708463
8,79.64482307434082,5,6,2.076234,0.08540825056718972,0.12464022094790378,0.3220041451679808,0.07427053710032877
9,1.0837478637695312,5,0,1.9660922,0.08397498608873047,0.13493830295497816,0.3245357055984341,0.07447802757574835
10,85.31856799125671,5,6,1.9982044,0.08299430352892961,0.14900848417860146,0.33501198711207314,0.0759299870185844
11,1.092932939529419,5,0,1.8109626,0.0821096182885395,0.15505769006275624,0.33816157682105985,0.07279190591256202
12,81.21613097190857,5,6,1.8440784,0.08092106751517474,0.1661497368076483,0.3425807870818686,0.06421915473831231
13,1.1500680446624756,5,0,1.8449448,0.07942687589068108,0.1754112817306289,0.3474519404308285,0.06104752462700262
14,83.70158791542053,5,6,1.877905,0.07803097978335667,0.18269770881661956,0.3517954865890352,0.05708033343740839
15,1.5038979053497314,5,0,1.7130966,0.0765712766565053,0.19008494499387193,0.35210855935077306,0.05741031692767359
16,82.08388805389404,5,6,1.7403885,0.07545192701906793,0.19966853730246925,0.35025093361521303,0.058542029856432413
17,1.1287710666656494,5,0,1.7536067,0.0745082566899365,0.20922610357318217,0.35314706547081387,0.05824880385201842
18,80.17260408401489,5,6,1.7804288,0.0738075686331241,0.218072842914856,0.3577866986141597,0.06666857942624521
