stride_idx,level,beta_pre,beta_post,delta_beta,beta_max,ess_at_dbeta_chosen,n_smc,theta_dim,chees_L_chosen,chees_score_best,chees_L_candidates,chees_scores,eps_step_size,n_mcmc_moves,total_accepts,accept_frac,log_density_pre_mean,log_density_post_mean,delta_log_density,esjd_total,esjd_per_eps_L,wall_seconds_level
2,1,0.0,0.00714041722348313,0.00714041722348313,0.03570208611741565,85.52714187813604,128,16,16,32.322950459082776,16;32;64;128,32.322950459082776;13.726477538959672;7.641598953697815;2.3249499335534884,0.2,2,255,0.99609375,-155.25156724080443,-45.35240081092343,109.899166429881,46.752370287427745,14.61011571482117,3.028286933898926
2,2,0.00714041722348313,0.01428083444696626,0.00714041722348313,0.03570208611741565,111.69561269334977,128,16,16,31.589903131123194,16;32;64;128,31.589903131123194;12.25420302197915;8.664870579212671;3.016393076136146,0.2,2,251,0.98046875,-45.35240081092343,-17.781841498916037,27.57055931200739,44.64592155750084,13.951850486719012,2.7351479530334473
2,3,0.01428083444696626,0.02142125167044939,0.007140417223483129,0.03570208611741565,118.66315145490742,128,16,16,36.82742336271085,16;32;64;128,36.82742336271085;12.361878126178901;8.664056813719831;2.672180935916635,0.2,2,254,0.9921875,-17.781841498916037,-2.9982050281832926,14.783636470732745,39.81519034501975,12.442246982818672,2.7864530086517334
2,4,0.02142125167044939,0.02856166889393252,0.007140417223483131,0.03570208611741565,120.93312053132121,128,16,16,36.7298748597665,16;32;64;128,36.7298748597665;11.857615688455061;7.81260520133152;2.652505723313414,0.2,2,254,0.9921875,-2.9982050281832926,6.3648869739845395,9.363092002167832,40.18423851266292,12.557574535207163,2.780444860458374
2,5,0.02856166889393252,0.03570208611741565,0.0071404172234831274,0.03570208611741565,122.9112544359613,128,16,16,35.524872678992104,16;32;64;128,35.524872678992104;13.670910519923407;9.288595471808932;2.1127183715033646,0.2,2,254,0.9921875,6.3648869739845395,12.223350754065905,5.858463780081365,40.19838153485215,12.561994229641297,2.738590955734253
4,1,0.0,0.006670633155321031,0.006670633155321031,0.03335316577660515,82.87447843495846,128,16,16,29.27965442044631,16;32;64;128,29.27965442044631;12.046279093245312;8.890462734314722;2.674923542171375,0.2,2,254,0.9921875,-189.9353458719561,-64.43130743334768,125.5040384386084,45.96041812352365,14.362630663601141,2.781980037689209
4,2,0.006670633155321031,0.013341266310642062,0.006670633155321031,0.03335316577660515,107.30969524730963,128,16,16,36.43317075612423,16;32;64;128,36.43317075612423;16.541347059033118;9.201187607536628;2.5713128182298908,0.2,2,254,0.9921875,-64.43130743334768,-19.866620426182635,44.56468700716505,42.550737935137064,13.297105604730332,2.914309024810791
4,3,0.013341266310642062,0.020011899465963094,0.0066706331553210325,0.03335316577660515,118.11403400816508,128,16,16,29.045049028102188,16;32;64;128,29.045049028102188;11.192880373592727;6.483371149409539;2.0469534936964138,0.2,2,254,0.9921875,-19.866620426182635,-2.456722516042646,17.40989791013999,42.302108784065226,13.219408995020382,2.850192070007324
4,4,0.020011899465963094,0.026682532621284123,0.006670633155321029,0.03335316577660515,122.52178998632051,128,16,16,35.367148423463085,16;32;64;128,35.367148423463085;14.011805453588916;9.20137602675194;2.628071297104119,0.2,2,251,0.98046875,-2.456722516042646,-2.6892939562676474,-0.23257144022500142,42.00048543888627,13.12515169965196,2.7267909049987793
4,5,0.026682532621284123,0.03335316577660515,0.006670633155321029,0.03335316577660515,122.10202319576497,128,16,16,30.553586835564705,16;32;64;128,30.553586835564705;13.03662050026993;7.717483915303614;1.7239611681936258,0.2,2,249,0.97265625,-2.6892939562676474,4.5433016759343445,7.232595632201992,38.64902800613234,12.077821251916356,2.7347161769866943
6,1,0.0,0.0072034701157514345,0.0072034701157514345,0.03601735057875717,78.35408750096046,128,16,16,32.52941030194483,16;32;64;128,32.52941030194483;12.151467810134232;7.3951053622120275;2.023772498663292,0.2,2,255,0.99609375,-196.67913914227393,-45.37177017016802,151.3073689721059,43.29823552652412,13.530698602038786,2.746208906173706
6,2,0.0072034701157514345,0.014406940231502869,0.0072034701157514345,0.03601735057875717,110.59184615645972,128,16,16,33.53082439186128,16;32;64;128,33.53082439186128;11.170438724109456;8.30744537263781;2.2447343438735614,0.2,2,251,0.98046875,-45.37177017016802,-14.41214375582058,30.95962641434744,42.509620707770345,13.284256471178232,2.7436630725860596
6,3,0.014406940231502869,0.021610410347254305,0.007203470115751436,0.03601735057875717,118.92937673774325,128,16,16,33.42664342381157,16;32;64;128,33.42664342381157;12.937082637751072;9.58552196428954;2.4238698724021726,0.2,2,254,0.9921875,-14.41214375582058,-3.9931758504826576,10.418967905337922,41.24493725709434,12.889042892841982,2.726889133453369
6,4,0.021610410347254305,0.028813880463005738,0.007203470115751433,0.03601735057875717,120.48583414884754,128,16,16,35.263434394659186,16;32;64;128,35.263434394659186;13.028342054461023;8.595576534201383;2.00547710964046,0.2,2,253,0.98828125,-3.9931758504826576,9.295598822413012,13.28877467289567,39.31314055749941,12.285356424218564,2.719712018966675
