stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi_B,daily_phi_S,A_mean_so_far,B_end,S_end,F_end,A_end,KFB_end,KFS_end
22,20.498773097991943,5,5,0.5460918,0.49828073,0.7079906546255507,0.4681524915773549,0.4079412940262242,0.2972270020889511,0.8672615086638308,0.07286651682293324,0.08289015665388762
23,7.7163450717926025,6,0,0.4756627,0.493598,0.7162036759401155,0.46596454254880176,0.40694340535611867,0.29236511461345627,0.9115336904082572,0.07159546386089664,0.08575971839935566
24,21.421993017196655,6,5,0.45482898,0.46716085,0.724414791909572,0.45862877120400425,0.4074734137792597,0.28634848030839344,0.9181184338104361,0.0714336322640737,0.0851823010873022
25,7.25146484375,5,0,0.6987567,0.47787118,0.7320952780372019,0.4574256599489563,0.40757995684149817,0.2894045761947806,0.9263320732507626,0.07290780687306778,0.08822989916268081
26,20.227226972579956,5,5,0.6775436,0.459267,0.739505550479441,0.45745740199710655,0.4082503761411223,0.2963110819253709,0.937609078441451,0.07316738144131778,0.08802502738047067
27,6.513684034347534,5,0,0.5546126,0.49422264,0.7466755187248527,0.45400287100240966,0.40431378191227496,0.2959072746311826,0.935454193881277,0.07306984565959042,0.08744526512492319
28,20.328891038894653,5,5,0.5385565,0.47672042,0.7529834488510139,0.4497059199822968,0.4016456766027046,0.29376663744961556,0.916674052826557,0.07193368836823151,0.08788724674555982
29,8.03975510597229,6,0,0.6892495,0.5648064,0.7586267871835126,0.4514547510610249,0.39941379904166247,0.29797624657374805,0.9111116923357538,0.07270074277279598,0.08840560259922703
30,20.26014494895935,5,5,0.66277546,0.5419956,0.7636564712474906,0.45378080724073694,0.3996811230589569,0.312381008634149,0.9140378327245733,0.07323502980886214,0.08826122606683948
31,8.350417852401733,6,0,0.5116436,0.5163077,0.7683199787241498,0.4526198582546782,0.40215757905968447,0.3121991502887384,0.9015227851695563,0.07349205388902448,0.0897466070419625
32,22.498149156570435,6,5,0.4922141,0.49585113,0.7724331434421474,0.4491019773140503,0.3998426670545295,0.306793765347505,0.8948863013410836,0.07212648919404471,0.08943948749212957
33,8.93528699874878,6,0,0.67919236,0.59519833,0.7761249176038576,0.44918548276636006,0.40020307980159797,0.30835141194559323,0.8852651340173033,0.07046970313346526,0.09026498130804365
34,22.767044067382812,6,5,0.6553764,0.5742117,0.7791631385263647,0.4483874493636775,0.3983681146857071,0.3094852625312334,0.8635918064805199,0.07026435941899314,0.0894575821159673
35,8.757049083709717,6,0,0.68775934,0.54136187,0.7811137809610408,0.44982562100946266,0.3961987452741945,0.3156145950810648,0.8419846666248014,0.07008081627081529,0.08741690156920556
36,22.357069969177246,6,5,0.67117566,0.516991,0.7832139440842606,0.4478886443306486,0.3936964292872992,0.3227998690146749,0.8665828340766073,0.07240388325189394,0.08824498886992632
37,6.723581075668335,5,0,0.70634335,0.4732735,0.7848122404868222,0.45350264544427277,0.38869885484948835,0.32715531554180066,0.8315615565251693,0.07327709711818597,0.08998046392701778
38,20.856759071350098,5,5,0.68467945,0.45771107,0.7863849321695126,0.45207113314464165,0.3886576576164398,0.32439678342230455,0.8494834712290036,0.07345979939051035,0.08853932099989095
39,9.098788022994995,6,0,0.67112285,0.5378616,0.7882330595847754,0.4514744237909624,0.39191501020344544,0.32845462029870015,0.8553855137857495,0.07392160314397982,0.08981704726830088
40,21.221141815185547,5,5,0.642419,0.5122924,0.7897851885263916,0.4488990461600806,0.39372141909764835,0.3325033482428639,0.8409872451568396,0.07568951164774673,0.09065282093374936
41,8.82575011253357,6,0,0.5529541,0.49256134,0.7910114667604179,0.4462043478394364,0.40169151857139457,0.33937425125594567,0.83555711536966,0.07604971383284917,0.0893980310817115
42,21.516447067260742,5,5,0.53531927,0.47492647,0.792106850339135,0.4447345481534342,0.3998155652913525,0.33219502002905027,0.8394433292612337,0.07618361435364897,0.08813796114123446
43,6.853487014770508,5,0,0.59766555,0.43363723,0.7932862127819651,0.43824702528023673,0.3998094417254966,0.32695237625069096,0.8381623343893799,0.07525659803366977,0.08717832345036203
44,20.967198133468628,5,5,0.5794848,0.414042,0.7943836470502739,0.4412738279632662,0.39509337987491244,0.32300703718613977,0.8423415884478466,0.07617863289126621,0.08669821145034276
45,6.998597860336304,5,0,0.55622846,0.45585623,0.7955143846872648,0.44915069175191663,0.392457637050401,0.326871202536722,0.8478796324859592,0.0777545764918046,0.0866393381314463
46,20.87473201751709,5,5,0.53705174,0.4323542,0.7969223853371172,0.4452539929227271,0.3887978619852681,0.3278023424838052,0.8563656746685678,0.07926646703045066,0.08773314906853327
47,6.87138295173645,5,0,0.6036594,0.5651002,0.7981968554626804,0.4419056783342553,0.3878426521865524,0.34415651671704645,0.8630434362604494,0.08091710397853476,0.08824650612610788
48,20.726716995239258,5,5,0.5799306,0.5374439,0.7995069263502644,0.4375939430349342,0.38637420241660597,0.34114375389592827,0.8562486285447173,0.08082427610397826,0.08828486096536917
49,7.194762229919434,5,0,0.57413155,0.4571004,0.8003607474582278,0.43555128053704656,0.39071966295412336,0.3432332270293575,0.8302025577889153,0.08075418744212895,0.08876557023858597
50,20.79721999168396,5,5,0.5533381,0.4362781,0.8008739330038556,0.4438007936263676,0.38747045261098667,0.34213419728949457,0.8196682573619525,0.0785962447378924,0.09098241610597287
51,7.054582834243774,5,0,0.66901976,0.5735695,0.8011112858284725,0.4466418143190983,0.388920408716875,0.3468822959502439,0.804312323185351,0.08125015245379988,0.09107550558267936
52,20.717845916748047,5,5,0.6491014,0.5531787,0.801428262972795,0.4482661268441407,0.38615920346276417,0.343373461234388,0.8247658709270731,0.08092714681616835,0.09270794353892613
53,6.72251296043396,5,0,0.5307799,0.58702105,0.8018849353143148,0.4503016666980472,0.3850256235134553,0.3461722225693289,0.8319814380300692,0.08060948637586005,0.09198891679832555
54,20.454088926315308,5,5,0.5132799,0.5653855,0.8023536630493794,0.4484205757555206,0.388672962577199,0.3438457480579887,0.8324963488405651,0.08073297172324818,0.09304957838858241
55,6.688431978225708,5,0,0.5708524,0.5795823,0.8026613972172268,0.44760474644404796,0.3931553387020812,0.3429423967830828,0.8123526008259152,0.08107236570898713,0.09325371798932915
56,23.73449397087097,5,6,0.55178666,0.5570826,0.8030584406614365,0.4443244738703758,0.39039050537267594,0.3495638155965284,0.8150452194401698,0.07940350433364798,0.09214916117415846
57,8.005544900894165,6,0,0.56904423,0.47244796,0.8034776579316001,0.44840110225551544,0.38899344920845585,0.34660439810455335,0.8266704685932881,0.08148910652593158,0.09143347617875831
58,20.481722116470337,5,5,0.5373408,0.4544392,0.8037984576616664,0.45102515493725237,0.3834950342100879,0.35549425007589786,0.8115431457030631,0.0817744952120692,0.09111499174605875
59,8.243510007858276,6,0,0.6217723,0.53550047,0.8038033433298404,0.45158338846304796,0.3794524309186764,0.34596664318412984,0.7967992871446423,0.07967159970833958,0.09010135805479222
60,22.370486974716187,6,5,0.6068314,0.5074571,0.8037587279068416,0.4466742996825225,0.37877957580747906,0.3433082005977798,0.814437628059646,0.07929403974463507,0.08852500953972212
61,6.992494106292725,5,0,0.5306259,0.4750187,0.8041090253964019,0.4432225676944429,0.3762113536073215,0.33902562681036014,0.8340541156345771,0.07985693402163573,0.08820768346110244
62,20.638947010040283,5,5,0.50858754,0.4568124,0.8044851948361498,0.44046862034669404,0.3773228058711076,0.3297096303863561,0.8240361235495239,0.07830174467148238,0.08906258181574561
63,8.361382007598877,6,0,0.52701896,0.48134544,0.8048743088918509,0.43887655274233706,0.3750631862685215,0.3224860106871764,0.8263674273876641,0.07826772333837335,0.09005210694455035
64,21.120233058929443,5,5,0.50397223,0.4573398,0.8053584188907078,0.44533199798894996,0.3748878646862063,0.3241047423933109,0.8497341383747447,0.07888824783071997,0.08895348318819907
65,6.763530969619751,5,0,0.5088972,0.514256,0.8059435078163502,0.4429151418845283,0.37467029560311893,0.3296749476517546,0.8333703358621357,0.07839388753221088,0.09052556900236405
66,21.126103162765503,5,5,0.48510468,0.4937661,0.8063815890787617,0.44151329483993207,0.375218405228955,0.3292354696253512,0.8244526878774692,0.08000183438526921,0.09011669848715018
67,7.054718971252441,5,0,0.514276,0.48604986,0.8065655858670421,0.4377661877084226,0.37582739123888353,0.33143764014404964,0.8198880924808685,0.07941663097626592,0.09069136011947238
68,21.078815937042236,5,5,0.4948378,0.46868923,0.8067549630963576,0.4374916908597358,0.367071688050565,0.33066045761275414,0.8137103411479532,0.07783169961808302,0.09086914075885952
69,6.855108976364136,5,0,0.54467404,0.6348469,0.8067348944855458,0.4416827497706355,0.37019723586386083,0.3489807918087952,0.7930464343669186,0.07660642039877379,0.09163598739088943
70,20.442913055419922,5,5,0.52276176,0.61391175,0.8065693491442761,0.4434784008702059,0.3704713299997556,0.35009030347664516,0.7912358729648976,0.07628934760298012,0.09086361326625443
71,7.912905931472778,6,0,0.59292144,0.55200636,0.8063789750385605,0.4496522353073761,0.37016891833520593,0.346142574374125,0.8044487176953078,0.07599390967442424,0.09137624334183812
72,21.32768988609314,6,5,0.57438576,0.53040165,0.806238869418131,0.45213125301083273,0.3698944425554666,0.35139916602698956,0.7918819672720342,0.07648018395824563,0.08989217533514858
73,7.823720932006836,6,0,0.59188384,0.63565093,0.8060051355009671,0.4551700250463518,0.3708194156715613,0.3540623476592755,0.7921471515193304,0.07515913190164134,0.09112584408534259
74,22.83922505378723,5,6,0.5724918,0.61483735,0.8056364938357559,0.45650138900155657,0.3735641793770905,0.36285045039466507,0.7667193960650166,0.07561040003917624,0.09079075094121201
75,7.7650251388549805,6,0,0.5466475,0.54277843,0.805131285352708,0.4545965008647409,0.37489965866511676,0.36169542554777456,0.7645441585049805,0.07339429412846739,0.09091231763253366
76,20.366189002990723,5,5,0.524824,0.5181859,0.8045829730012551,0.454226804728126,0.3695802286491266,0.3504460871426272,0.7551964250187307,0.07389557348494788,0.08923897833436585
77,7.881479978561401,6,0,0.5078964,0.3982589,0.8040343172791488,0.45606344219719874,0.3682026129075184,0.33429979753414807,0.765858768230631,0.07389367019843021,0.08875228259669275
78,21.57955312728882,6,5,0.4893843,0.37854072,0.8035411396333051,0.45426925281167213,0.3707498411646996,0.3281458884596477,0.7636315636714865,0.0743853646514916,0.0899389196973045
79,6.762507915496826,5,0,0.56862766,0.44139934,0.8029173951991219,0.4529869267573939,0.3737667805436706,0.33039830044204094,0.7541093345568372,0.0757323154302186,0.09006911464689488
80,20.331669092178345,5,5,0.54625314,0.4196981,0.802399463765766,0.4442674326217614,0.3755783176506106,0.33410124187562346,0.7775552331195635,0.07387515019784945,0.08818328142415335
81,7.975588798522949,6,0,0.63839304,0.43774298,0.8021602695383289,0.4448241619537545,0.37182844584315955,0.3306298452500382,0.8015139276682559,0.07309585495501104,0.08894024871799451
82,20.08263397216797,5,5,0.61552066,0.42334676,0.8020802811965014,0.4393507983995142,0.370090972199073,0.3316091878665503,0.789865290523587,0.07395345374469757,0.09030575564737929
83,8.052152872085571,6,0,0.5790574,0.6033656,0.8019654826322092,0.43030657642722586,0.36893653259578385,0.33734179624379457,0.8011949578610043,0.07483378735781002,0.08941799082684342
