stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi,A_mean_so_far,B_end,F_end,A_end
1,0.19805312156677246,0,0,1.0,0.09762438202962109,0.05548917838471154,0.2959598949425707,0.09490694569916792
2,64.75573205947876,5,5,1.0,0.09503506122119791,0.05931131404419524,0.29175707404930723,0.0914359674741382
3,1.4953718185424805,5,0,1.1810421,0.09281973629265908,0.06408403406709784,0.28918540677525567,0.08551256133907394
4,72.18913507461548,5,6,1.1900864,0.09069014236869775,0.0732232207593158,0.27800135374787444,0.08437382506124745
5,1.099942922592163,5,0,2.2269123,0.08939856470675506,0.0862819828103524,0.29476652898589867,0.08400926600401862
6,68.83222103118896,5,6,2.2707844,0.08790466217605147,0.09859780483196694,0.30616737277268746,0.07810530770855297
7,1.11751389503479,5,0,1.6781844,0.08658157285482383,0.10717348079467247,0.3087977598109149,0.0810545174503076
8,75.09723997116089,5,6,1.7033468,0.0854792165213129,0.11817141296802897,0.3084753553988053,0.07452031917078585
9,1.1332380771636963,5,0,2.0588343,0.08407119350649886,0.1291253884538623,0.3133880296527595,0.07482041244456396
10,77.18291687965393,5,6,2.096311,0.08311912170043302,0.14380747831224158,0.32601580539044955,0.07634863591659945
11,1.107893943786621,5,0,1.9614269,0.08226312330857927,0.15088762877476358,0.33198378060595984,0.07325140978571432
12,73.94907999038696,5,6,2.00612,0.08109993889094073,0.1630079322445455,0.3391770062624057,0.06467288530193314
13,1.080482006072998,5,0,1.5536103,0.07962689563750971,0.17052528647007953,0.3400378244549104,0.06151262899498082
14,69.64942383766174,5,6,1.5799373,0.07825143255955162,0.17607525964183576,0.34056223681032377,0.05758060300898611
15,1.0559260845184326,5,0,1.4452387,0.0768125925390897,0.18192104119392427,0.33778248928317095,0.057984449600435764
16,69.93597793579102,5,6,1.4677154,0.075717505388279,0.18991535039708524,0.3330340907491061,0.059214992960747545
17,1.0909810066223145,5,0,1.5349545,0.07480155762797294,0.1982324008877096,0.3339271088249298,0.05902999006369313
18,69.73580503463745,5,6,1.5575124,0.0741330624279063,0.20583999928170382,0.3365895995306129,0.06763599565770115
19,1.1057648658752441,5,0,1.8665113,0.07376635966384247,0.21624829611360646,0.33756578368007306,0.06854755727482655
20,68.66624808311462,5,6,1.9020524,0.07337343308164684,0.22537994944410047,0.34257279098512117,0.06428224581534588
21,1.0485639572143555,5,0,1.748092,0.07269889294908659,0.23286572754734736,0.3445865356267771,0.05667593635082039
22,73.53270101547241,5,6,1.7793279,0.07195427705298835,0.2393492030630985,0.3431736334403405,0.05769603024660187
23,1.1245291233062744,5,0,1.4544612,0.07135115271582283,0.24617825761515436,0.34027138707441723,0.06058491152101151
24,75.20230793952942,5,6,1.4745765,0.07096365907670116,0.251223279065946,0.3367023659725233,0.06548567202442439
25,1.0629160404205322,5,0,1.5545211,0.07066886801303095,0.2557026114412911,0.32506915706259565,0.06437974213341112
26,71.72550392150879,5,6,1.581192,0.07040496497780453,0.2633696490776361,0.3260571787953069,0.06299997974841723
27,1.0752289295196533,5,0,1.5778646,0.07029398869188799,0.27162594406684776,0.32871922171621076,0.06969775717691677
28,72.32137703895569,5,6,1.6037741,0.07019521465628302,0.2766924446202241,0.33549529322364346,0.06564183604630572
29,1.0887830257415771,5,0,1.5814303,0.0701140417797237,0.2842370585041521,0.34009359976554415,0.06924757338398772
30,74.35474395751953,5,6,1.6094275,0.07001944264584793,0.29285078628962313,0.3366843922273339,0.0645493397420196
31,1.1125969886779785,5,0,1.4994372,0.06989658410963481,0.298338391062092,0.33551326298302614,0.06900633890787206
32,76.03082394599915,5,6,1.5226828,0.06981887590011275,0.3021250402294359,0.326941475258166,0.06836309756750697
33,1.0604820251464844,5,0,1.5542874,0.06978992948977755,0.3092837996048666,0.3303924278726052,0.07124199415525884
34,65.82240080833435,5,6,1.5836549,0.06987702726162429,0.3167147565683031,0.32767306011728836,0.0745990787152464
35,1.1232149600982666,5,0,1.6559858,0.07004715337883895,0.32377834077659623,0.3312840915225488,0.0763098380298536
36,64.28523302078247,5,6,1.687595,0.07021161875935464,0.3305260797812983,0.33557350404801045,0.07529091108592406
37,1.087493896484375,5,0,1.5269555,0.07039925326821786,0.34046480220918385,0.3325074570513225,0.07854840364130095
38,77.56094694137573,5,6,1.5557297,0.07072160483775805,0.34698013612829487,0.32586122284207675,0.08632340155634297
39,1.1060869693756104,5,0,1.4120477,0.07121458628820639,0.3538269043918709,0.3288416452790818,0.08898701967898873
40,69.8900191783905,5,6,1.4353992,0.07167389061463042,0.35577958062788867,0.32781214880567766,0.09060355182730598
41,1.1266491413116455,5,0,1.5210067,0.0721791442760793,0.3576043314465294,0.3202153027375241,0.09462005084969687
42,74.93601393699646,5,6,1.5490888,0.0727568726524704,0.36559425870418866,0.3207368824395407,0.09940302855301474
43,1.094069004058838,5,0,1.6385347,0.07345462213858248,0.3731394887318159,0.31669060372837365,0.10416078775804459
44,69.0023820400238,5,6,1.6760397,0.074164588104562,0.3768873175272002,0.3233241336072743,0.10557632926018395
45,1.136693000793457,5,0,1.5594258,0.07485763378888259,0.3839436480446207,0.3224376685597984,0.1063220874315584
46,76.7729389667511,5,6,1.5967454,0.07558975404870102,0.39665165626292687,0.3195977621722486,0.11047443429035217
47,1.5361568927764893,5,0,1.3089874,0.07632856719480009,0.40365109913727243,0.3116724781408491,0.1128709178629048
48,76.45618414878845,5,6,1.331813,0.077135307452913,0.4050359161661926,0.3025170523332979,0.11882365055831653
49,1.12294602394104,5,0,1.3283316,0.07803954366362525,0.4105671678852992,0.30150788912366366,0.12600377405621865
50,74.82922387123108,5,6,1.35557,0.0790059758695536,0.41643894849349034,0.3022236785550562,0.13188502513760925
51,1.1401479244232178,5,0,1.416584,0.0799911411924408,0.41778080640187376,0.2971834797690494,0.12951242077759315
52,67.98970413208008,5,6,1.4466261,0.08105103971816852,0.4207268567327101,0.3023097468859688,0.14125807500978318
53,1.1344709396362305,5,0,1.3846197,0.08225747735769862,0.42576667356620085,0.296995586466463,0.14694003170507852
54,69.03167510032654,5,6,1.4150333,0.08340370309919674,0.4326654562221539,0.29511721403234237,0.14640021265809208
55,1.1367011070251465,5,0,1.4309942,0.0846131614945461,0.43392494096389916,0.29480287098129854,0.15246086301753145
56,69.99786019325256,5,6,1.4664954,0.08592095641367324,0.4376466077836011,0.2944414456819293,0.162226609036128
57,1.1355440616607666,5,0,1.4271904,0.08735946936656633,0.4415614736202006,0.288863786620327,0.17433846783062526
58,65.5514919757843,5,6,1.4626635,0.08893700732581102,0.4494129071690721,0.2903480618411687,0.17904704455696033
59,1.0549049377441406,5,0,1.5045885,0.09055419696481579,0.45447688070480946,0.2878478014933349,0.1867837345444323
60,67.86969900131226,5,6,1.5462271,0.09225428596254735,0.46045758562794387,0.2908565778625213,0.20143191376839242
61,1.0523629188537598,5,0,1.6175624,0.09422588031690415,0.4679796306221598,0.2842247195560807,0.21965273710186625
62,69.77947902679443,5,6,1.6653992,0.09647219791847993,0.474046459846287,0.28307906873636857,0.2411256131323725
63,1.5085179805755615,5,0,1.7288805,0.09893674421390607,0.4768303501930995,0.2865532123468789,0.26200785704633434
64,70.73097205162048,5,6,1.7813216,0.10160782961625232,0.48149433973940764,0.2848137542171806,0.27553811999652117
65,1.1393039226531982,5,0,1.8935305,0.10440418688805683,0.48938338240897344,0.280342099737986,0.28273295111055446
66,65.3121600151062,5,6,1.9522763,0.1071025752019457,0.4972243123536921,0.28571561545649027,0.28383108763844483
67,1.1296629905700684,5,0,1.9034628,0.10977662593965884,0.5070531864888784,0.29508621353951053,0.29130216096281086
68,70.70190382003784,5,6,1.9630831,0.1124779808117289,0.5152967726810562,0.2966488799166506,0.2967497861082925
69,1.1123178005218506,5,0,1.889195,0.1153520739727855,0.522092935724238,0.2925040653533633,0.3241457777793981
70,73.29865193367004,5,6,1.9478511,0.11847300773577406,0.5324926822666186,0.294038189918118,0.3333213749305781
71,1.0863220691680908,5,0,2.036887,0.12156645754500589,0.5397112855971009,0.2987959941903454,0.35024587510581556
72,73.68285489082336,5,6,2.0979521,0.12489732137541926,0.5462643192701412,0.29698329374302684,0.36704762426204096
73,1.0560169219970703,5,0,2.043874,0.12826851884888033,0.5489636896999314,0.2860086193815509,0.3742593186500946
74,68.82216000556946,5,6,2.104917,0.13168719607656393,0.5572249117027067,0.28871035267543926,0.3904177301550878
75,1.1208319664001465,5,0,2.036662,0.13529610981188475,0.5639184986523049,0.29357229221189696,0.40352814597288916
76,73.56772994995117,5,6,2.0994723,0.13896326043914425,0.5685387266385479,0.29530477986568604,0.41348917743019825
77,1.0174179077148438,5,0,2.1405628,0.14259096017387482,0.5786516375501577,0.29689666388263547,0.4275464240009756
78,67.62465715408325,5,6,2.2016563,0.14640978386596834,0.5881451812795909,0.2991186310350724,0.4447855932861388
79,1.100675106048584,5,0,2.1413076,0.15034916668058954,0.5987722441293256,0.2994953655941079,0.4621840034039871
80,73.26981711387634,5,6,2.200925,0.15435238859819536,0.6067678465600633,0.2960577044034591,0.4769714290359522
81,1.1361501216888428,5,0,2.1150434,0.15849538387540357,0.6149810892727374,0.2915481992855245,0.5084262589188134
82,68.16008019447327,5,6,2.1748154,0.16290198097022876,0.6263091346889267,0.2942515989375969,0.5351408675193128
83,1.0702011585235596,5,0,2.1686695,0.16761789308224476,0.6339023546850678,0.2973307467217461,0.57278171975096
84,74.1332688331604,5,6,2.2273672,0.17264197761696815,0.6437537712611319,0.29141438474250625,0.6011814026472896
85,1.1374568939208984,5,0,2.21329,0.1778337687686167,0.6528743158403537,0.2933383609145125,0.617495247499504
86,72.03348994255066,5,6,2.271028,0.18311953351394558,0.6607189673511797,0.287472235465435,0.6405309970652504
87,1.0863380432128906,5,0,2.2066395,0.18844183923039187,0.6708862358629487,0.2916892120117387,0.648545246687986
88,75.731281042099,5,6,2.2625573,0.1938612971690653,0.6804114849535973,0.2946559099282795,0.6771850844077347
89,1.1387381553649902,5,0,2.249187,0.19950598503285058,0.6862768145234521,0.2904749878092741,0.7066573846248813
90,68.4889440536499,5,6,2.3013153,0.20534653234314773,0.6898890899206386,0.28958404835537505,0.7267387797157242
91,1.128769874572754,5,0,2.176314,0.21117003594626035,0.6980866431660544,0.286405324823642,0.7448510412717356
92,73.10477304458618,5,6,2.2291803,0.2171643851284605,0.7052179359614796,0.28108300869348624,0.7737048133293319
93,1.0662908554077148,5,0,2.2420595,0.2232018631849877,0.715606930682578,0.2817170960217264,0.7799068222341977
94,75.29476809501648,5,6,2.293701,0.2291954851865575,0.7245783764265087,0.2811055417960647,0.7898142331514364
95,1.143808126449585,5,0,2.1908,0.23520305027494884,0.7302656932352205,0.27963324274282464,0.8093544855674746
96,61.17061495780945,5,5,2.2412775,0.24134535703154386,0.7385668063413726,0.27850801319044083,0.8378605334349211
