stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi,A_mean_so_far,B_end,F_end,A_end
1,0.19568085670471191,0,0,1.0,0.09762438202962109,0.05548917838471154,0.2959598949425707,0.09490694569916792
2,57.18805694580078,5,5,1.0,0.09503506122119791,0.05931131404419524,0.29175707404930723,0.0914359674741382
3,1.1427319049835205,5,0,0.6973937,0.09282325175984799,0.06111198467766556,0.28217206472909306,0.085541176815267
4,48.85477614402771,5,5,0.67977124,0.0907099359241717,0.06707254701467814,0.2642444256672433,0.08448356355115023
5,1.1103439331054688,5,0,0.6197708,0.08945392815226347,0.07024806072904707,0.2585584734648527,0.0843086544591245
6,47.80310416221619,5,5,0.5956939,0.0880289733599895,0.0724552429556337,0.24833437323022448,0.07873855769799441
7,1.0983099937438965,5,0,0.6123325,0.08681301984992695,0.07487144511440176,0.23968730859437,0.08215649786059318
8,56.40259790420532,5,6,0.5859201,0.08585041429087077,0.07910712492232098,0.22855388185035314,0.07607125219777905
9,1.111814022064209,5,0,0.42480132,0.08460287722710572,0.0805266961072626,0.2159855263285919,0.07691528972159202
10,62.92032194137573,5,6,0.39307797,0.08384084358418796,0.0846864184622416,0.21012092822164025,0.07911862669656923
11,1.09682297706604,5,0,0.26102203,0.08320275637623983,0.082727744505754,0.19962384798125768,0.07670817448246273
12,48.827093839645386,5,5,0.23484887,0.08227424331051846,0.08441772998811904,0.19024210738291744,0.06868208595802952
13,1.1239559650421143,5,0,1.3899554,0.08104296974439117,0.0918965790378894,0.19880807032677475,0.06613745761531781
14,52.07520294189453,5,5,1.3959063,0.07991895834003893,0.09774790197402813,0.20634803085261577,0.06269540725340036
15,1.1207928657531738,5,0,0.83419746,0.0787281699938688,0.1009973146814216,0.2041727307583116,0.06369495065705272
16,53.33143901824951,5,5,0.8158402,0.0778932108027695,0.1057208914389251,0.19994960286363211,0.0655385871727311
17,1.4867839813232422,5,0,1.2800196,0.07724107966825232,0.11324129615539232,0.20610484508394677,0.0658665283352317
18,51.28604507446289,5,5,1.2865149,0.07684351183456498,0.12013493868153155,0.2131393106455318,0.07545937710710732
19,1.0946500301361084,5,0,0.5664893,0.07675936210493642,0.12332114245193976,0.20451207749777003,0.07695170413054933
20,49.75515103340149,5,5,0.5393629,0.0766439688592772,0.12520097520068793,0.19890684643964324,0.07298024807484631
21,1.097425937652588,5,0,0.6755171,0.07622567085064634,0.12744025859885638,0.19534665019324224,0.06539403521782299
22,59.15960907936096,5,6,0.6505744,0.07572881015665849,0.12863602069026736,0.1888638897790036,0.0670190006561933
23,1.5075459480285645,5,0,0.9698441,0.07537998421885482,0.1336674315347639,0.18980340820291577,0.07063123743091407
24,53.71257209777832,5,5,0.95436335,0.07525889141690528,0.13710990044643456,0.1895819472702336,0.07640032811423432
25,1.1164460182189941,5,0,0.73626685,0.07523232747705041,0.13837681870455487,0.17913596000668167,0.07563377305671416
26,54.85062599182129,5,5,0.71502477,0.07523178658112668,0.1419334842649307,0.17763299615594277,0.0745130902163552
27,1.0490729808807373,5,0,0.8160505,0.07539029240852896,0.14662893258788653,0.1790324082537461,0.08217630382750102
28,50.155550956726074,5,5,0.79158115,0.07555588012787544,0.14853166810996976,0.18287461748797001,0.07815129695075962
29,1.0186538696289062,5,0,0.7460084,0.07573569230699681,0.15225721684473945,0.18476404696362123,0.08249742737437742
30,51.00224685668945,5,5,0.72224325,0.07589647707673154,0.15658493294266856,0.1802066851983339,0.0777465379793144
31,1.095221996307373,5,0,0.54644626,0.07602163761676224,0.157910077156428,0.17607472778725455,0.08301923240546062
32,50.749577045440674,5,5,0.51690525,0.07619095016755237,0.1576223650506803,0.16612739776420524,0.08261783711719951
33,1.1044399738311768,5,0,0.6055382,0.07640752446508352,0.16044382764856752,0.16606716664235216,0.08610150360355616
34,52.3276629447937,5,5,0.5768129,0.07674638215971812,0.16319123889033715,0.1611125192096535,0.09009894761824903
35,1.1359000205993652,5,0,0.6203084,0.0771709726766467,0.16559631472238898,0.16071717837732505,0.0922653197689897
36,48.90943098068237,5,5,0.5922956,0.07758424979120583,0.16745409432171315,0.16026147906854107,0.09144032961357476
37,1.071470022201538,5,0,0.63896495,0.07801824732197597,0.1729720013746002,0.15724196246219355,0.09529409662717375
38,51.2483389377594,5,5,0.61160713,0.07859482504977185,0.17547885698443366,0.15118698143918152,0.1040559660213866
39,1.0594100952148438,5,0,0.74044317,0.07935175809035613,0.17978599968992623,0.1551468261519408,0.10712964995303924
40,49.73002004623413,5,5,0.71358126,0.08006421493584824,0.17990524661256263,0.155605887365323,0.10900792964639701
41,1.1232309341430664,5,0,0.69396585,0.08081843941733638,0.17939163235518094,0.1503388415923036,0.11343165476992169
42,49.10431408882141,5,5,0.6688783,0.0816417713766471,0.1835454390732664,0.15002745605814732,0.11860048739321212
43,1.0973429679870605,5,0,0.7530422,0.08258478144711989,0.18744281310533648,0.1470024613182357,0.12364452139102598
44,50.81628394126892,5,5,0.72893554,0.08352855831374698,0.18795526501818768,0.1505703366254444,0.12497807790308942
45,1.0906569957733154,5,0,0.7900782,0.08444188005828361,0.19213630641931548,0.15112671318960227,0.1255796894783252
46,51.26692581176758,5,5,0.7688553,0.08538481427750179,0.20062302717687291,0.14959809241167793,0.12976173981498457
47,1.1511178016662598,5,0,0.74826247,0.08632044729591512,0.20584287893830458,0.14711780895157608,0.1319082500600607
