stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi,A_mean_so_far,B_end,F_end,A_end
0,1.2561278343200684,0,0,1.0,0.09874751602298759,0.0551495809582316,0.2935108086105356,0.09541632900790907
1,13.72306489944458,5,0,1.0,0.09528561327171868,0.058654630107984905,0.2830544787318165,0.08721462457488408
2,118.85560750961304,5,6,1.0,0.09305091722726219,0.06615350690892575,0.27771142528509657,0.08987451960301122
3,12.898075103759766,5,0,0.18396622943218963,0.09139349507812133,0.06699499040583043,0.26283205768476464,0.08404592134672345
4,97.96487021446228,5,5,0.18396622943218963,0.09024714247247605,0.06831953506873147,0.24958533648749262,0.08428424863400019
5,13.185819149017334,5,0,0.27203669849790507,0.08967630763317493,0.0703794132066792,0.23612800831208355,0.08648084302779449
6,97.75667881965637,5,5,0.27203669849790507,0.08861596834273887,0.07152042744268022,0.2167520870514587,0.08271128368402426
7,12.755351066589355,5,0,0.23742529096665724,0.08790203028984774,0.07137801954141583,0.20829580306853035,0.07912875870592026
8,97.71660304069519,5,5,0.23742529096665724,0.08697487952198228,0.07155282364381858,0.1954914049631178,0.07805296044568237
9,13.254942893981934,5,0,0.4321588622100716,0.08591573660989545,0.06925724588230399,0.18557160057120553,0.0751374756505897
10,97.50540971755981,5,5,0.4321588622100716,0.08478399069666245,0.07250710306463924,0.17582518350412318,0.07279899402392145
11,13.232420682907104,5,0,0.42912134594225293,0.0837100007541257,0.07471104603198606,0.1653374043418922,0.06797465604770264
12,97.82949256896973,5,5,0.42912134594225293,0.0822546694980856,0.07709190711368656,0.16076937838727537,0.06195062981483293
13,13.225458145141602,5,0,0.43120334599825405,0.08070609377299182,0.07675096597576847,0.15667767015826245,0.058853008629517645
14,99.9189224243164,5,5,0.43120334599825405,0.07916438365744842,0.07959204844358465,0.15301834299819947,0.055215932195812195
15,13.507337093353271,5,0,0.23717493307994184,0.07769958484130059,0.07890342412256983,0.14289787260295983,0.0550602721464456
16,99.36162900924683,5,5,0.23717493307994184,0.07624011872919034,0.07654202949123493,0.13464087922069548,0.050103404943296265
17,12.87814211845398,5,0,0.4183868410572816,0.07460901764028345,0.07937203945578661,0.13343875383260848,0.04372228188175299
18,99.51391005516052,5,5,0.4183868410572816,0.07302624781866673,0.08190467330342703,0.13075606024165048,0.04464150005115774
19,13.496252059936523,5,0,0.6773452644977015,0.0715775777665916,0.08444594898051641,0.1299658798128605,0.04259926602299599
20,115.82337307929993,5,6,0.6773452644977015,0.07032119602674265,0.08688542078803951,0.13099323680381886,0.044377618387398156
21,13.555752038955688,5,0,2.4003262354006862,0.06905965689983792,0.0970760607119453,0.1559610680491097,0.04112051636367423
22,100.08814311027527,5,5,2.4003262354006862,0.06798562349528164,0.11024612916693309,0.1812425190347681,0.04618425401412917
23,13.632333040237427,5,0,0.31410911412679937,0.06713774516977898,0.11062825365917277,0.1724282866456968,0.04638884880265749
24,97.16913199424744,5,5,0.31410911412679937,0.06630204974064402,0.11067598210523129,0.16548062565636357,0.04797743693051305
25,13.281994342803955,5,0,0.36379687949923545,0.06557718128512004,0.11452157402620926,0.16131903919446616,0.046748228767421185
26,114.00877022743225,5,6,0.36379687949923545,0.06485830198736772,0.11461192385903426,0.1592196956811137,0.04513340652395953
27,13.14879035949707,5,0,0.23570358527385757,0.06416646311268463,0.11426770305813246,0.15337885665454967,0.04180128677369833
