stride_idx,level,beta_pre,beta_post,delta_beta,beta_max,ess_at_dbeta_chosen,n_smc,theta_dim,chees_L_chosen,chees_score_best,chees_L_candidates,chees_scores,eps_step_size,n_mcmc_moves,total_accepts,accept_frac,log_density_pre_mean,log_density_post_mean,delta_log_density,esjd_total,esjd_per_eps_L,wall_seconds_level
2,1,0.0,2.955817023684928,2.955817023684928,59.11634047369856,923.481613172529,1024,12,32,55.665845554099626,16;32;64;128;256;512,28.589369005356875;55.665845554099626;7.9321940446827055;10.314899159152892;3.4521753839036444;3.6041162564336053,0.2,24,24534,0.998291015625,1.075448125992807,1.1218082881823648,0.04636016218955774,142.02764061905836,22.191818846727866,12.15479302406311
2,2,2.955817023684928,5.911634047369856,2.955817023684928,59.11634047369856,960.9474951197618,1024,12,32,34.67735290638741,16;32;64;128;256;512,33.36061993178731;34.67735290638741;5.190588266405382;7.198648171551521;3.349629646638942;1.9251424578253162,0.2,24,24525,0.9979248046875,1.1218082881823648,1.1448982440922464,0.02308995590988161,136.16167044315154,21.275261006742426,13.008771181106567
2,3,5.911634047369856,8.867451071054784,2.9558170236849284,59.11634047369856,972.6002409741471,1024,12,16,31.900901846600544,16;32;64;128;256;512,31.900901846600544;28.728237988788088;5.920427669391897;5.301135295372754;2.7592475747616807;1.4629554784902958,0.2,24,24502,0.9969889322916666,1.1448982440922464,1.1638492645442966,0.018951020452050216,140.70628612064013,43.97071441270004,6.977987051010132
2,4,8.867451071054784,11.823268094739712,2.9558170236849275,59.11634047369856,986.7805957584659,1024,12,32,47.03346817026081,16;32;64;128;256;512,31.734683292867704;47.03346817026081;6.626060222965131;9.225110261685945;2.9288331649653863;2.7027232053009485,0.2,24,24492,0.99658203125,1.1638492645442966,1.1771365998533838,0.013287335309087211,132.28839095820305,20.670061087219224,12.355270147323608
2,5,11.823268094739712,14.77908511842464,2.9558170236849275,59.11634047369856,995.6582096529188,1024,12,32,34.53291116794343,16;32;64;128;256;512,29.467325248058;34.53291116794343;5.269105942428186;6.769933771546262;2.9241869922211277;1.7609110308565563,0.2,24,24478,0.9960123697916666,1.1771365998533838,1.1880337687352949,0.010897168881911057,132.31424786346957,20.67410122866712,13.10454797744751
2,6,14.77908511842464,17.73490214210957,2.9558170236849293,59.11634047369856,1001.1468101548364,1024,12,32,34.02353132892879,16;32;64;128;256;512,27.78786455489288;34.02353132892879;5.888429836608809;8.261367006394249;2.9978809375232234;2.060782080301178,0.2,24,24470,0.9956868489583334,1.1880337687352949,1.1956911977035816,0.007657428968286695,130.2175272490987,20.346488632671672,11.732370138168335
2,7,17.73490214210957,20.690719165794498,2.9558170236849293,59.11634047369856,1007.3304418038384,1024,12,32,33.743455899203084,16;32;64;128;256;512,30.995321632165002;33.743455899203084;4.534846317014403;6.200288927175777;3.2753072050660395;1.6121803296023691,0.2,24,24449,0.9948323567708334,1.1956911977035816,1.204131543664971,0.00844034596138954,129.8603703742053,20.290682870969576,11.676079988479614
2,8,20.690719165794498,23.646536189479427,2.9558170236849293,59.11634047369856,1010.8148770213006,1024,12,32,40.60811759211818,16;32;64;128;256;512,30.800699560806052;40.60811759211818;5.688006269480588;6.7522711366276695;2.6853390437150946;2.1036084908880714,0.2,24,24422,0.9937337239583334,1.204131543664971,1.2069975763733964,0.0028660327084253368,124.88913211622751,19.513926893160548,12.91349482536316
2,9,23.646536189479427,26.602353213164356,2.9558170236849293,59.11634047369856,1012.1229183785479,1024,12,32,44.84460519612455,16;32;64;128;256;512,36.67085045927453;44.84460519612455;4.240177832076814;9.407706355493866;2.8830367306138025;2.2073795117099473,0.2,24,24423,0.9937744140625,1.2069975763733964,1.212194685038412,0.0051971086650155485,127.22605850526061,19.87907164144697,13.119574069976807
2,10,26.602353213164356,29.558170236849286,2.9558170236849293,59.11634047369856,1014.828618682264,1024,12,32,32.28845441557675,16;32;64;128;256;512,27.670986621358022;32.28845441557675;5.446370908702587;7.61186438840672;2.8069242821619635;2.0261528443000363,0.2,24,24392,0.9925130208333334,1.212194685038412,1.2176812878101373,0.005486602771725302,123.41943135045182,19.284286148508095,12.915823936462402
