T_days,n_replans,n_levels_total,mean_accept_pct,median_accept_pct,mean_chees_L,mean_levels_per_replan,mean_beta_max,mean_esjd_per_eL,mean_delta_logD,mean_wall_per_level
14.0,13,260,98.38206755809294,98.70198567708333,28.43076923076923,20.0,169.0376757891409,24.85491074741969,0.003157810609088931,11.028809258571037
