stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi_B,daily_phi_S,A_mean_so_far,B_end,S_end,F_end,A_end,KFB_end,KFS_end
13,21.87093710899353,5,0,0.6135965,0.62185246,0.06205377773825873,0.10330947540903582,0.11849925792972288,0.40776101853082664,0.039959451096939325,0.052882462909298815,0.06805004013130533
14,83.82750606536865,6,5,0.593741,0.59905183,0.06022263487634081,0.10752559030577617,0.11693090169618184,0.42537377117595343,0.034559452713792196,0.05296327566230476,0.06956357244714644
15,20.956259965896606,5,0,0.63484967,0.60231835,0.05843638016966523,0.10842961554384206,0.1197257554630657,0.42776320671636825,0.033809174835035816,0.05481715523205727,0.07036282719921134
16,82.54735493659973,6,5,0.6168191,0.5838664,0.05680782000274908,0.11141991152581197,0.1183472134500619,0.43755551215096694,0.029343315701258806,0.05679668446664252,0.07153456886580561
17,24.982098817825317,6,0,0.64950734,0.6791253,0.05513871885723542,0.10956325342785617,0.12118997158716452,0.44128201506378767,0.02559697661321403,0.05777688656970548,0.07477448394801336
18,79.86749410629272,5,5,0.627669,0.65364635,0.05364174499431391,0.10886807199927173,0.11974491904410575,0.4517961502723241,0.029996484513614315,0.05837524149959571,0.07620712916062398
19,25.27335786819458,6,0,0.61409384,0.6135672,0.05237079608351265,0.10842486273049709,0.12192139704962321,0.4554862135396008,0.026993396625336164,0.05732698154605562,0.07606753545615909
20,78.50984001159668,5,5,0.5954606,0.59252816,0.05111418054012864,0.11145627360289735,0.12619917239635237,0.45775418302616194,0.02674551150844176,0.057453022865917344,0.07555658579762425
21,25.194244146347046,6,0,0.75470537,0.56901646,0.0499105683810499,0.11845691660091832,0.12905823521919227,0.4678219564047465,0.02574055186129906,0.05890053540871781,0.07499742131918913
22,91.17710876464844,5,6,0.7315264,0.5471063,0.048818292950642835,0.12139169753115411,0.1267615900752065,0.4786220656941224,0.02661068982649845,0.061616123604165095,0.07670574446533002
23,26.07123589515686,6,0,0.61292607,0.58168405,0.04806109727724317,0.12330542236600901,0.12808100620056667,0.4812673347540427,0.03375102459043594,0.06106140280510784,0.07984940381633528
24,83.82315278053284,6,5,0.5894077,0.5553673,0.04746673621044093,0.12176616491132602,0.1304085921247286,0.4823691430916981,0.034417153298082204,0.06150353678145115,0.07965856396819486
25,25.224228858947754,6,0,0.59298617,0.64945,0.04692313916180998,0.12293968746009898,0.1327720551588952,0.48699588400521504,0.035585795009772325,0.06289818433141,0.08317831381782573
26,79.8567202091217,5,5,0.5705839,0.63093823,0.04647263857295119,0.12486908845665938,0.1355022146482183,0.49754248375290433,0.03771575179478263,0.06315735502590232,0.0835290021504316
27,19.671065092086792,5,0,0.6543973,0.53001964,0.04612140204045499,0.1256242202791531,0.1344929406521759,0.5016758660970496,0.03762688865265481,0.06357377451764638,0.08316658198726283
28,83.41885590553284,6,5,0.6375367,0.51212484,0.0457370338909228,0.12577881837003316,0.13434153143032684,0.5034993005556408,0.034089555014691915,0.06300122306423556,0.08379332463742058
29,23.385258197784424,6,0,0.6454169,0.5562728,0.04533462972668984,0.1291599073947952,0.13436790367532794,0.5034038298007376,0.03298800632452609,0.06386695863187036,0.08438656179271446
30,83.3291609287262,6,5,0.6293243,0.53961366,0.04491265136132417,0.1329704329733626,0.13613168760147537,0.5192396863945056,0.03362202278331851,0.06453286177441375,0.08434385959183767
31,20.95836091041565,5,0,0.6279961,0.6569703,0.044513087203792316,0.13519838465961725,0.1399998139921239,0.5297200687991196,0.031245209534255323,0.06528106261099767,0.08624601702250938
32,83.79312014579773,6,5,0.6108554,0.6353549,0.04408531277032473,0.13578447314620984,0.1404507443669386,0.5331691897379396,0.02975024138775502,0.0644889680087117,0.08637630468544878
33,25.438710927963257,6,0,0.6445891,0.6168658,0.04364335747310304,0.13798755267843346,0.14238012733473285,0.5311489726474374,0.027707650484125376,0.06305297380799432,0.08732254548848638
34,82.34099292755127,6,5,0.6285376,0.60016257,0.04313757860672449,0.13960099519818708,0.1427409812268456,0.5296575522734086,0.023390707969064985,0.06300227040153139,0.08666879617893693
35,23.20644497871399,6,0,0.7313283,0.6930404,0.04248578472421004,0.14322000136564497,0.14332903276439188,0.5423741908298451,0.018937655762868252,0.06314357698884963,0.08510321158362397
36,82.70479798316956,6,5,0.71025926,0.67070574,0.041882862431292946,0.1443875430598009,0.14365050013586214,0.5576900972745096,0.02201365658907031,0.06564792786125931,0.08636027222749681
37,25.645068168640137,6,0,0.5938088,0.75043243,0.04123568239439707,0.14999759465146403,0.14263100988236235,0.5695278909061543,0.01593762406329023,0.06639597164880992,0.08881309315501863
38,82.84001898765564,6,5,0.57732946,0.72825956,0.040608015270892424,0.1505841128034272,0.1451169269727879,0.5723792442906944,0.017749323565456755,0.06649895706728232,0.08807476365937157
39,24.76223921775818,6,0,0.61878866,0.5525941,0.04004845424891114,0.15206283773037776,0.149000391565821,0.5743004320397682,0.018106700978019467,0.06700386353892906,0.08939765364830053
40,78.68065595626831,5,5,0.60031515,0.53117174,0.03947549957831287,0.15215313033507755,0.1518368303786466,0.5775227169829801,0.015563978501241235,0.0687727860437531,0.09028879805075685
41,23.75343084335327,6,0,0.6934287,0.6358818,0.03888189202272776,0.15320503064112126,0.15973719632687253,0.5979086979178954,0.01425791866042071,0.06963843565323215,0.08939847597155363
42,79.4587779045105,5,5,0.6702606,0.6189359,0.038292558679304596,0.15507695434052296,0.16031760307145176,0.5993627684239586,0.01411904834770787,0.07026152621178564,0.08849198477615765
43,26.188546895980835,6,0,0.58906037,0.62211496,0.03773377097078357,0.1524149602951388,0.162439651354897,0.5992970571803019,0.01338109633012289,0.06950424802083453,0.0879872947820729
44,83.91572189331055,6,5,0.568654,0.60288244,0.03718381312018376,0.15662792935613487,0.16099731550890672,0.6007974636138665,0.013324224174864613,0.0705133504870335,0.0879504645105327
45,20.97317910194397,5,0,0.71163726,0.627558,0.03665516097990286,0.165431580751353,0.16105136148584642,0.6174184903182808,0.013411721116265506,0.07255816531290171,0.08828380324386613
46,84.34782099723816,6,5,0.6971729,0.6041954,0.036180048930651985,0.16549165522300485,0.16030202124139364,0.6309627131501788,0.014123223011805465,0.07454660847531508,0.08977130415828814
47,25.25250005722046,6,0,0.62182754,0.626046,0.0357089366078196,0.16507281808360771,0.1611936737178026,0.6526472007879912,0.014769210741507801,0.07631379431161774,0.09038741714209979
48,83.20852994918823,6,5,0.6044828,0.6040227,0.03526802575243474,0.16395399374840847,0.16169446649056854,0.6496138891387999,0.013915082404368876,0.07639938091155099,0.09053519849920688
49,25.75399398803711,6,0,0.552144,0.6177713,0.034792383183640536,0.16423823246010175,0.1669411319502355,0.6568295886374955,0.010522440092608736,0.07638717719802306,0.09136299811260737
50,82.0873429775238,6,5,0.5366613,0.5932028,0.03429398669547094,0.17229571825742004,0.1663692602008684,0.6600083625360047,0.008979201801963684,0.07435471781673467,0.09393716148913507
51,24.203055143356323,6,0,0.5393747,0.58091396,0.033779313871214835,0.17561364756801104,0.16884332756888995,0.65576381212171,0.006943043742086446,0.07672828631407921,0.09397312810284582
52,83.69150400161743,6,5,0.52213544,0.5622284,0.033283401481399494,0.17801477119980777,0.16807019357567426,0.6414049886877728,0.008506385986025747,0.07621845069429817,0.09557902149646884
53,25.18380904197693,6,0,0.61357605,0.6243799,0.032813857444766066,0.1819887134435584,0.1686618469350749,0.6468960200880564,0.008863833492655343,0.07622760784588774,0.09486681411793847
54,79.2282030582428,5,5,0.5933019,0.60664606,0.03235813348899159,0.18289130749522234,0.17293805793170827,0.64627862336775,0.008553952861026462,0.07664999697762975,0.09597189943252647
55,23.137665033340454,6,0,0.66654694,0.66329694,0.03189847042079292,0.18468667202532743,0.17805928857214373,0.6485120777746216,0.006220514951256562,0.07731834986798145,0.09631072602895326
56,94.52221894264221,6,6,0.6475265,0.63693553,0.03145775680827344,0.18452375335449145,0.17747859348672565,0.6620482314182823,0.006162810385830468,0.07601530876306328,0.0953070507387578
57,24.723304986953735,6,0,0.51048577,0.553806,0.031030797097018146,0.18916414201202156,0.17793381995327592,0.6577064716988688,0.006978229182539268,0.07799611562333855,0.09470260258847753
58,81.67340612411499,6,5,0.49096525,0.52800494,0.030606822537617605,0.19275801183467145,0.17513046891142137,0.6706138708768342,0.005416828626310709,0.07824538106724413,0.09448059617278125
59,23.85341191291809,6,0,0.61465305,0.6049877,0.03016732110870412,0.19493349653041056,0.17348081146426683,0.6564419969669144,0.003963179752567017,0.07626051946682763,0.09353401558532935
60,82.43778586387634,6,5,0.5965887,0.58727294,0.02973273084186993,0.19272905449384695,0.1744801031318739,0.6523318433493538,0.004904298824901565,0.07595288980030843,0.09203812339730844
61,19.696254014968872,5,0,0.5798918,0.6287316,0.029338364168305202,0.19202647034295733,0.17426235088250808,0.6539326778287838,0.006354048202256094,0.07670781331627236,0.09200625603326389
62,76.81568002700806,5,5,0.55894405,0.60965115,0.0289573116945534,0.19186415498620216,0.17690222127834712,0.6484006252016228,0.005321813916564054,0.0753830174456334,0.09316318994637786
63,24.698344945907593,6,0,0.5835244,0.576026,0.02858660252739766,0.19262921411614453,0.17665079039371082,0.6414784388499052,0.005259317918426406,0.07556014870518198,0.09430677577300228
64,82.97651100158691,6,5,0.5655499,0.5561684,0.0282324425007895,0.19983201528463287,0.17803782232986515,0.6480083234381674,0.007013887709333517,0.07638705492169393,0.09332138458669739
65,25.67683696746826,6,0,0.57526076,0.63859075,0.027896145131029698,0.1999313203022603,0.17949865001232473,0.6607200107768102,0.005418194460139366,0.0761244943158551,0.09512801107076842
66,82.8649468421936,6,5,0.55853695,0.6169336,0.02755638586818092,0.20088120286471506,0.18154886992507874,0.6658938496366772,0.004568088228437923,0.07794620841096905,0.09489751948056449
67,25.067062854766846,6,0,0.70061404,0.6216473,0.027205258370955717,0.20059068919035608,0.18369219585540691,0.6783186050168891,0.003952129010154196,0.07787684287407175,0.09570332417973097
68,79.77535796165466,6,5,0.68516296,0.5981057,0.026861536784317276,0.2031066965966728,0.17832364497978404,0.6867654973937061,0.003351138182088941,0.07681160035723751,0.09608263700907524
69,24.998297929763794,6,0,0.63577366,0.45983037,0.02651220353150696,0.2086272128437273,0.18124940426391012,0.7008290178791733,0.001976100351066312,0.07584338110527916,0.096298572832638
70,76.94036817550659,5,5,0.61430126,0.4371339,0.02616187316414265,0.21220415821275293,0.18189293194595849,0.6922618570512966,0.0017129641172691074,0.07577287460011063,0.09494814727189635
71,24.639612913131714,6,0,0.5957839,0.6170631,0.02581751294763847,0.21883655347070435,0.1830151278249179,0.6848384753395048,0.002170480517006144,0.07549891190163445,0.09552804877067733
72,80.74539709091187,6,5,0.5754774,0.59681296,0.025482219496277676,0.22240774289468118,0.1841513173676993,0.6914535413388443,0.0013817878694753721,0.07599903609321047,0.09406915076395578
73,24.622014045715332,6,0,0.61906797,0.6001951,0.025149478023070305,0.22660216990242157,0.18586761281764463,0.6889478647347236,0.0012245867083848165,0.07476120728658345,0.09512991408176359
74,78.51629090309143,5,5,0.59847856,0.57490546,0.02481871120587391,0.22936981956995653,0.18902927199883832,0.6958275986547249,0.0002625135192587694,0.0752858182956815,0.09458285477482847
75,21.315026998519897,5,0,0.5797245,0.57049626,0.02449084513178087,0.2294620757234461,0.19130425715829058,0.6938286589794213,9.886628771550394e-5,0.07316387085573638,0.09467838245242699
76,81.53548097610474,6,5,0.5611922,0.545323,0.024169655516639202,0.23086954474364973,0.18816413165351345,0.6785616829766428,2.8643432190423315e-5,0.07376010623246564,0.09294277800488714
77,20.32688808441162,5,0,0.62942606,0.5232279,0.02385691702140545,0.2346522774497325,0.18856947649571001,0.6646778326789066,9.033319028938695e-5,0.07406154679799097,0.09266662097914857
78,83.95370101928711,6,5,0.60594517,0.50187594,0.023551481769888413,0.23530367082780837,0.19214503218959575,0.6640733627710979,0.0,0.0748375314665753,0.09409184276759038
79,25.694327116012573,6,0,0.7012262,0.6282373,0.023253528055339878,0.23642153316584005,0.19638425723492342,0.6757004177134326,7.293487562010626e-5,0.07650560408901963,0.09458637921764931
80,83.87285590171814,6,5,0.68438476,0.6057424,0.02296441753611332,0.2312271381462615,0.1996260193148939,0.6903868870254384,0.0003661883236350033,0.07495878478336737,0.0930031182434669
81,25.324594020843506,6,0,0.6243512,0.5917801,0.022686097443669385,0.23290425220594754,0.1981394519657725,0.6863050894914388,0.0008716285796615507,0.07411007755058681,0.09404351379194567
82,82.52718687057495,6,5,0.60276335,0.57386845,0.02241707354211407,0.22945334599433007,0.19827708981343387,0.6896480497468196,0.0003889027508342168,0.07491468669504336,0.09569663599274096
83,24.415141105651855,6,0,0.548212,0.6026206,0.022151995046320663,0.22292229484506323,0.19831217471775223,0.689807549081699,0.0006130726809349805,0.07569910566095085,0.09463870764785898
