stride_idx,level,beta_pre,beta_post,delta_beta,beta_max,ess_at_dbeta_chosen,n_smc,theta_dim,chees_L_chosen,chees_score_best,chees_L_candidates,chees_scores,eps_step_size,n_mcmc_moves,total_accepts,accept_frac,log_density_pre_mean,log_density_post_mean,delta_log_density,esjd_total,esjd_per_eps_L,wall_seconds_level
10,3,0.025478629785739504,0.038217944678609256,0.012739314892869752,0.06369657446434876,236.07517728827258,256,16,16,26.282564693753965,16;32;64;128;256,26.282564693753965;12.74102575106335;7.418637549467052;1.9332419465598882;1.9120794820311755,0.2,8,2023,0.98779296875,-26.038211080925976,-18.025349782434205,8.01286129849177,62.58329976341408,19.5572811760669,11.644882917404175
10,4,0.038217944678609256,0.05095725957147901,0.012739314892869752,0.06369657446434876,244.10244893353808,256,16,16,33.44394364345701,16;32;64;128;256,33.44394364345701;12.062478803135027;7.400337581625027;2.9635859716788002;2.2280185590308044,0.2,8,2029,0.99072265625,-18.025349782434205,-13.752434407287183,4.272915375147022,59.53313839124798,18.604105747264992,11.713462114334106
10,5,0.05095725957147901,0.06369657446434876,0.012739314892869752,0.06369657446434876,249.5897033973392,256,16,16,26.592250702357706,16;32;64;128;256,26.592250702357706;9.451606857151662;7.379671468498722;2.037378713210146;1.5887374358400723,0.2,8,2021,0.98681640625,-13.752434407287183,-10.862715841642967,2.889718565644216,59.02712651392908,18.445977035602837,11.6819748878479
12,1,0.0,0.009803111667232661,0.009803111667232661,0.0490155583361633,155.00731884053738,256,16,16,24.234542839377905,16;32;64;128;256,24.234542839377905;13.700720095823153;8.465863415093578;2.0805610729884347;1.877666872793367,0.2,8,2033,0.99267578125,-164.06343943624006,-58.45558064104807,105.60785879519199,64.16658506044878,20.052057831390243,11.521967887878418
12,2,0.009803111667232661,0.019606223334465323,0.009803111667232661,0.0490155583361633,218.59836629923151,256,16,16,33.17527998669313,16;32;64;128;256,33.17527998669313;13.77172455448517;8.947968650825073;3.468175558557128;2.1815106652082212,0.2,8,2029,0.99072265625,-58.45558064104807,-30.855937558396363,27.59964308265171,62.734647377637444,19.6045773055117,11.550879001617432
12,3,0.019606223334465323,0.029409335001697984,0.009803111667232661,0.0490155583361633,239.4056803032266,256,16,16,37.172961874395426,16;32;64;128;256,37.172961874395426;12.887678257093494;9.02436239423061;2.7663977782792517;2.246072079213921,0.2,8,2034,0.9931640625,-30.855937558396363,-23.35576218591359,7.500175372482772,61.16907667661421,19.115336461441938,11.544564008712769
12,4,0.029409335001697984,0.039212446668930645,0.009803111667232661,0.0490155583361633,244.43989348597816,256,16,16,30.539602592654308,16;32;64;128;256,30.539602592654308;10.42943347571693;7.568154932653375;2.7147811946969918;1.9561468202477499,0.2,8,2031,0.99169921875,-23.35576218591359,-18.817706026085943,4.538056159827647,63.64206893430815,19.888146541971295,11.632421970367432
12,5,0.039212446668930645,0.0490155583361633,0.009803111667232654,0.0490155583361633,248.40680510694548,256,16,16,36.12389711284041,16;32;64;128;256,36.12389711284041;12.259134122473204;9.81092091696117;2.728060495499778;2.220232177026171,0.2,8,2034,0.9931640625,-18.817706026085943,-14.345488624859172,4.4722174012267715,59.84504917293219,18.70157786654131,11.570404052734375
14,1,0.0,0.008153530837687264,0.008153530837687264,0.040767654188436316,150.7943711818616,256,16,16,41.18450452770041,16;32;64;128;256,41.18450452770041;16.750657555492893;10.220503476986499;2.7080372579908722;2.0125406710958185,0.2,8,2035,0.99365234375,-225.17089848764408,-76.27724936932918,148.8936491183149,66.80153387474748,20.875479335858586,11.581225872039795
14,2,0.008153530837687264,0.01630706167537453,0.008153530837687264,0.040767654188436316,217.72969861914657,256,16,16,29.874564081289495,16;32;64;128;256,29.874564081289495;11.781315073870326;7.949555120343756;2.0529187464192526;1.8117685498102867,0.2,8,2031,0.99169921875,-76.27724936932918,-40.95709133059381,35.32015803873537,62.35733959143996,19.486668622324988,11.736072063446045
14,3,0.01630706167537453,0.02446059251306179,0.008153530837687262,0.040767654188436316,239.29065625137358,256,16,16,30.40331828654879,16;32;64;128;256,30.40331828654879;10.36340808203693;7.947429570726885;2.147786202944975;1.7033239015532655,0.2,8,2035,0.99365234375,-40.95709133059381,-28.309788756234866,12.647302574358946,58.63689241188324,18.32402887871351,11.622269868850708
14,4,0.02446059251306179,0.03261412335074906,0.008153530837687266,0.040767654188436316,245.33749743169582,256,16,16,37.32741335075095,16;32;64;128;256,37.32741335075095;14.071058172394011;8.96024115194574;3.1416390945221493;2.249043027117997,0.2,8,2026,0.9892578125,-28.309788756234866,-23.462408249426517,4.847380506808349,61.89512083688747,19.342225261527332,11.699299097061157
14,5,0.03261412335074906,0.040767654188436316,0.008153530837687259,0.040767654188436316,247.95937390562185,256,16,16,31.390915411960034,16;32;64;128;256,31.390915411960034;12.456821871475109;6.878949140765968;1.888051033378008;1.852194003787614,0.2,8,2030,0.9912109375,-23.462408249426517,-18.76390720084828,4.698501048578237,60.80226902328764,19.000709069777386,11.693920850753784
16,1,0.0,0.008610864791379416,0.008610864791379416,0.04305432395689708,159.77909105882762,256,16,16,39.49728174686783,16;32;64;128;256,39.49728174686783;13.483023553055737;9.607598664857045;3.4055427789333192;2.438646977915467,0.2,8,2036,0.994140625,-187.44890530972407,-69.74943213983624,117.69947316988782,68.37665619754404,21.36770506173251,11.458170175552368
16,2,0.008610864791379416,0.017221729582758832,0.008610864791379416,0.04305432395689708,216.5822120989822,256,16,16,39.63886196869998,16;32;64;128;256,39.63886196869998;17.14866245676244;11.432497415100858;3.120638804615166;2.9286683139409835,0.2,8,2029,0.99072265625,-69.74943213983624,-40.626832624330746,29.1225995155055,62.912102561468565,19.660032050458927,11.536298036575317
16,3,0.017221729582758832,0.02583259437413825,0.008610864791379416,0.04305432395689708,237.15548700207216,256,16,16,29.922780955838956,16;32;64;128;256,29.922780955838956;9.91423895599672;7.309276003600638;2.3921172577952587;1.7250613813606641,0.2,8,2038,0.9951171875,-40.626832624330746,-30.260378886308445,10.366453738022301,61.06378581007615,19.082433065648797,11.86745285987854
16,4,0.02583259437413825,0.034443459165517665,0.008610864791379416,0.04305432395689708,244.23870965485548,256,16,16,31.38146769690441,16;32;64;128;256,31.38146769690441;10.694604036682106;8.098549842030273;2.3724203155330748;2.0138547115999077,0.2,8,2026,0.9892578125,-30.260378886308445,-24.11127856808389,6.149100318224555,59.748930490148936,18.67154077817154,11.650053024291992
16,5,0.034443459165517665,0.04305432395689708,0.008610864791379416,0.04305432395689708,246.9266279225848,256,16,16,28.44370813844978,16;32;64;128;256,28.44370813844978;8.822366223881701;6.244414500704798;1.887315271181349;1.4840755262507088,0.2,8,2035,0.99365234375,-24.11127856808389,-17.60806359188473,6.5032149761991604,59.22122469572618,18.50663271741443,11.576174974441528
18,1,0.0,0.009152582273064437,0.009152582273064437,0.04576291136532218,158.97850465597938,256,16,16,36.100965975839614,16;32;64;128;256,36.100965975839614;15.077787489914313;10.457265750656562;2.3948637942924687;1.9829354622616309,0.2,8,2031,0.99169921875,-167.16462397071518,-59.50552569144065,107.65909827927453,65.70788457714389,20.533713930357465,11.600917100906372
18,2,0.009152582273064437,0.018305164546128874,0.009152582273064437,0.04576291136532218,222.6719077299119,256,16,16,34.15167032318518,16;32;64;128;256,34.15167032318518;14.613518305837522;10.93610683991946;2.658353959470017;2.530442640703428,0.2,8,2036,0.994140625,-59.50552569144065,-36.14901674619341,23.356508945247242,60.47944128317942,18.899825400993567,11.594792127609253
18,3,0.018305164546128874,0.02745774681919331,0.009152582273064435,0.04576291136532218,236.56832252640623,256,16,16,29.49300336363438,16;32;64;128;256,29.49300336363438;12.600778171455783;8.056345655910311;2.641147442913026;1.8737760013955895,0.2,8,2032,0.9921875,-36.14901674619341,-26.60694307205449,9.54207367413892,60.519650832127695,18.912390885039905,11.786180973052979
18,4,0.02745774681919331,0.03661032909225775,0.009152582273064439,0.04576291136532218,245.89721011698296,256,16,16,34.586815064761765,16;32;64;128;256,34.586815064761765;14.354095701542777;9.051562007859737;2.1018868976440754;2.2069043630711644,0.2,8,2036,0.994140625,-26.60694307205449,-20.844855892993564,5.762087179060927,59.583619359304926,18.619881049782787,11.767476797103882
18,5,0.03661032909225775,0.04576291136532218,0.009152582273064432,0.04576291136532218,249.1300722078053,256,16,16,29.240633500913468,16;32;64;128;256,29.240633500913468;10.971031333170684;7.701773256845119;2.1144710614095583;1.872810273570999,0.2,8,2033,0.99267578125,-20.844855892993564,-16.58843413465229,4.256421758341276,59.86904176504273,18.709075551575854,11.563858985900879
20,1,0.0,0.008471009762496456,0.008471009762496456,0.04235504881248228,160.50989277344382,256,16,16,38.625888825020425,16;32;64;128;256,38.625888825020425;16.14407388715574;10.571449434469876;2.3236882846047644;2.574726830636197,0.2,8,2039,0.99560546875,-192.16277630331297,-59.145614644629404,133.01716165868356,64.30683482885252,20.09588588401641,11.577202081680298
20,2,0.008471009762496456,0.016942019524992913,0.008471009762496456,0.04235504881248228,225.73805615647063,256,16,16,28.147622438720585,16;32;64;128;256,28.147622438720585;12.524310637902923;7.061095600799968;2.427892700954876;2.046881598703313,0.2,8,2036,0.994140625,-59.145614644629404,-36.41612262111403,22.729492023515377,62.192382499980376,19.435119531243867,11.532482862472534
20,3,0.016942019524992913,0.02541302928748937,0.008471009762496456,0.04235504881248228,241.10670192335908,256,16,16,33.44691236362383,16;32;64;128;256,33.44691236362383;10.830729823701027;7.429440058811363;2.076098450206735;1.970504180504657,0.2,8,2034,0.9931640625,-36.41612262111403,-27.36620917895152,9.049913442162506,60.05081954705049,18.765881108453275,11.509400844573975
20,4,0.02541302928748937,0.033884039049985826,0.008471009762496456,0.04235504881248228,245.81736267783643,256,16,16,35.8420734221423,16;32;64;128;256,35.8420734221423;10.57045555618089;9.224355930731205;2.137998628899297;1.9802216441571758,0.2,8,2032,0.9921875,-27.36620917895152,-22.5171988859438,4.849010293007723,57.48127533637977,17.962898542618674,11.501161098480225
20,5,0.033884039049985826,0.04235504881248228,0.008471009762496456,0.04235504881248228,249.01464757981717,256,16,16,33.12899781518501,16;32;64;128;256,33.12899781518501;13.358741020540618;8.661586151905585;2.230324403913328;2.3574856662196617,0.2,8,2028,0.990234375,-22.5171988859438,-20.18027073807889,2.33692814786491,57.326438969960364,17.914512178112613,11.570726156234741
22,1,0.0,0.014446217690064706,0.014446217690064706,0.0761387758149185,128.00000005135016,256,16,16,29.531811018219337,16;32;64;128;256,29.531811018219337;12.39030304125444;7.334844900605454;2.429632605176042;2.1231451223485407,0.2,8,2037,0.99462890625,-168.9661675032362,-38.72503225191667,130.24113525131952,63.565980395396515,19.86436887356141,11.543400049209595
22,2,0.014446217690064706,0.029673972853048406,0.0152277551629837,0.0761387758149185,219.25820446565413,256,16,16,23.844559224211846,16;32;64;128;256,23.844559224211846;9.934813786560959;7.393133075494007;2.7484021957734144;1.6753659286051463,0.2,8,2041,0.99658203125,-38.72503225191667,-26.06717764734458,12.657854604572094,60.395265262200375,18.873520394437616,11.561590909957886
22,3,0.029673972853048406,0.04490172801603211,0.015227755162983702,0.0761387758149185,233.04284782949333,256,16,16,35.056991623922116,16;32;64;128;256,35.056991623922116;15.50598693811783;8.689312104857118;2.7913509766003988;2.4219478380461137,0.2,8,2030,0.9912109375,-26.06717764734458,-15.93303261391975,10.13414503342483,58.95970078183441,18.424906494323253,11.574333906173706
22,4,0.04490172801603211,0.06012948317901581,0.015227755162983699,0.0761387758149185,243.7872538627064,256,16,16,27.673013205246274,16;32;64;128;256,27.673013205246274;11.285283585268644;8.560207398604332;2.1489971608789062;1.6789510296536505,0.2,8,2022,0.9873046875,-15.93303261391975,-13.152490641443137,2.7805419724766125,57.89305474137567,18.091579606679897,11.522463083267212
22,5,0.06012948317901581,0.0753572383419995,0.015227755162983699,0.0761387758149185,247.17880037397438,256,16,16,27.918011503449563,16;32;64;128;256,27.918011503449563;7.800087359348729;6.78343150018584;2.08090151425499;1.4843852425903066,0.2,8,2034,0.9931640625,-13.152490641443137,-9.418261970432468,3.734228671010669,56.99898095950079,17.812181549843995,11.590131998062134
22,6,0.0753572383419995,0.0761387758149185,0.0007815374729189944,0.0761387758149185,255.9815666547155,256,16,16,30.235033262615207,16;32;64;128;256,30.235033262615207;10.32611148671344;7.7723200812181;2.864077487672461;2.0094355974033586,0.2,8,2024,0.98828125,-9.418261970432468,-9.969097089761362,-0.5508351193288945,61.177309371520884,19.117909178600275,11.788321018218994
24,1,0.0,0.011676709515905777,0.011676709515905777,0.05838354757952888,150.79729345449172,256,16,16,35.23879561103498,16;32;64;128;256,35.23879561103498;13.475456947799254;10.930409466303233;3.2204078107803484;2.6570583851322405,0.2,8,2029,0.99072265625,-142.44428569684533,-48.27395293085783,94.1703327659875,64.51145414516425,20.159829420363828,11.702862024307251
24,2,0.011676709515905777,0.023353419031811554,0.011676709515905777,0.05838354757952888,221.86696665938769,256,16,16,31.9769091470794,16;32;64;128;256,31.9769091470794;12.308417102587969;7.615738775748991;3.028600613005737;2.016717931884696,0.2,8,2040,0.99609375,-48.27395293085783,-31.756394765371624,16.517558165486207,60.94451756819308,19.045161740060337,11.483253955841064
24,3,0.023353419031811554,0.03503012854771733,0.011676709515905777,0.05838354757952888,234.7083591960667,256,16,16,31.36764384001862,16;32;64;128;256,31.36764384001862;13.813769452701758;8.304782778320927;2.7958557664379415;2.278794642039967,0.2,8,2034,0.9931640625,-31.756394765371624,-23.37414087019897,8.382253895172653,59.39757607021917,18.56174252194349,11.589477062225342
24,4,0.03503012854771733,0.04670683806362311,0.011676709515905777,0.05838354757952888,241.801944977985,256,16,16,32.66720539820626,16;32;64;128;256,32.66720539820626;12.448370188965622;7.5910312006242675;1.9369917220463295;1.7008345093919235,0.2,8,2033,0.99267578125,-23.37414087019897,-16.816876265365863,6.557264604833108,58.01714088916122,18.13035652786288,11.488564014434814
24,5,0.04670683806362311,0.05838354757952888,0.01167670951590577,0.05838354757952888,247.19539887595002,256,16,16,25.620070965429484,16;32;64;128;256,25.620070965429484;10.312831319365403;7.462327244225278;2.490852929335202;1.9062891524016516,0.2,8,2028,0.990234375,-16.816876265365863,-13.67892161571126,3.1379546496546027,59.57948420749719,18.61858881484287,11.786441802978516
26,1,0.0,0.008771957606476664,0.008771957606476664,0.04385978803238332,170.24945802520068,256,16,16,27.17688760406743,16;32;64;128;256,27.17688760406743;10.675033446430753;7.828207462471751;2.546207761198192;1.6468277395174515,0.2,8,2035,0.99365234375,-146.9891581973834,-67.76702115523221,79.22213704215119,64.20360084137621,20.063625262930067,11.55609917640686
26,2,0.008771957606476664,0.01754391521295333,0.008771957606476664,0.04385978803238332,218.3968233383915,256,16,16,40.54980288220241,16;32;64;128;256,40.54980288220241;13.72858837880965;11.074226103360859;3.219556438317639;2.867337188719348,0.2,8,2034,0.9931640625,-67.76702115523221,-31.78482326786434,35.982197887367875,62.87316955608085,19.647865486275265,11.732342004776001
26,3,0.01754391521295333,0.026315872819429993,0.008771957606476664,0.04385978803238332,243.08067016168044,256,16,16,29.247963046590282,16;32;64;128;256,29.247963046590282;12.471695817191693;8.136636219780296;1.8476174175033204;1.832787446778132,0.2,8,2036,0.994140625,-31.78482326786434,-23.968484536236247,7.816338731628093,60.21575782411314,18.817424320035354,11.830229997634888
26,4,0.026315872819429993,0.03508783042590666,0.008771957606476664,0.04385978803238332,246.36068128731262,256,16,16,36.25776670036409,16;32;64;128;256,36.25776670036409;13.486115947295678;7.32500742917588;2.6622792479444333;1.9943454748787708,0.2,8,2037,0.99462890625,-23.968484536236247,-18.776722228943527,5.19176230729272,61.917149313086526,19.349109160339538,11.683343887329102
26,5,0.03508783042590666,0.04385978803238332,0.008771957606476664,0.04385978803238332,250.20350157495378,256,16,16,30.431172626141212,16;32;64;128;256,30.431172626141212;9.912702069675872;6.83671546143117;2.239088715698963;1.6489377992848098,0.2,8,2039,0.99560546875,-18.776722228943527,-17.801333119576157,0.9753891093673701,61.446453107978115,19.20201659624316,11.847277879714966
28,1,0.0,0.006514973780897011,0.006514973780897011,0.032574868904485056,180.38693928524754,256,16,16,30.384902113963527,16;32;64;128;256,30.384902113963527;14.257958840266202;9.482247870753735;2.7314457305315463;2.422573029388382,0.2,8,2033,0.99267578125,-179.93892245850293,-77.90928755586992,102.029634902633,67.66715165963905,21.145984893637202,11.54309606552124
28,2,0.006514973780897011,0.013029947561794023,0.006514973780897011,0.032574868904485056,224.74901997450243,256,16,16,36.758982980144104,16;32;64;128;256,36.758982980144104;14.704063297395388;8.944501404063976;2.8398067104341873;2.645956175166702,0.2,8,2038,0.9951171875,-77.90928755586992,-48.01762571999916,29.891661835870764,63.66257206210926,19.894553769409143,11.538501977920532
28,3,0.013029947561794023,0.019544921342691035,0.006514973780897012,0.032574868904485056,240.09785177632222,256,16,16,35.1751771328945,16;32;64;128;256,35.1751771328945;10.791416384175369;9.368988407812449;2.290640441074369;2.058526477131768,0.2,8,2029,0.99072265625,-48.01762571999916,-36.58775459424214,11.429871125757018,62.15840106013215,19.424500331291295,11.804996967315674
28,4,0.019544921342691035,0.026059895123588046,0.0065149737808970105,0.032574868904485056,245.76317220084144,256,16,16,26.024535554743395,16;32;64;128;256,26.024535554743395;12.510980246458454;7.475194075155627;2.337071538684038;1.8405733130356177,0.2,8,2031,0.99169921875,-36.58775459424214,-28.257944391337787,8.329810202904355,60.79389432950009,18.998091977968777,11.649363040924072
28,5,0.026059895123588046,0.032574868904485056,0.0065149737808970105,0.032574868904485056,248.5463415363389,256,16,16,27.406273621113794,16;32;64;128;256,27.406273621113794;10.619991949984012;7.765991057448718;2.373004563753429;1.9389138791665477,0.2,8,2029,0.99072265625,-28.257944391337787,-22.45822174751629,5.799722643821497,63.567035103720556,19.86469846991267,11.517905950546265
30,1,0.0,0.007924625574625109,0.007924625574625109,0.039623127873125545,158.35356701801584,256,16,16,35.57567410197857,16;32;64;128;256,35.57567410197857;11.97890916322184;9.332915841816071;2.630714202277873;2.3230622702258468,0.2,8,2037,0.99462890625,-208.93482773158576,-69.16180565974582,139.77302207183993,65.9873158112915,20.62103619102859,11.449232816696167
30,2,0.007924625574625109,0.015849251149250218,0.007924625574625109,0.039623127873125545,223.10790099599842,256,16,16,38.64383486013672,16;32;64;128;256,38.64383486013672;11.209643793160835;8.894225474154661;2.598281673450378;2.261368594821265,0.2,8,2032,0.9921875,-69.16180565974582,-45.74184289331424,23.41996276643158,64.3329589061494,20.104049658171686,11.63407301902771
30,3,0.015849251149250218,0.023773876723875327,0.007924625574625109,0.039623127873125545,236.11918120000524,256,16,16,33.02828021480266,16;32;64;128;256,33.02828021480266;10.872484846225909;6.874482687313616;1.8754082999777877;1.7908538782206962,0.2,8,2030,0.9912109375,-45.74184289331424,-29.38676622094181,16.355076672372434,61.15893829956128,19.112168218612897,11.53581690788269
30,4,0.023773876723875327,0.031698502298500436,0.007924625574625109,0.039623127873125545,247.06573233435842,256,16,16,30.4465169343114,16;32;64;128;256,30.4465169343114;10.756424789635068;7.906589714079055;2.688174820838745;2.105756046901111,0.2,8,2031,0.99169921875,-29.38676622094181,-24.517033747767073,4.869732473174736,60.95549321613781,19.048591630043063,11.535106897354126
30,5,0.031698502298500436,0.039623127873125545,0.007924625574625109,0.039623127873125545,247.78171878903962,256,16,16,29.259456635521104,16;32;64;128;256,29.259456635521104;11.218870068999127;7.348211647813484;2.626294998752823;2.1082917191345554,0.2,8,2035,0.99365234375,-24.517033747767073,-19.477257262382864,5.039776485384209,58.03009209830702,18.134403780720945,11.927082061767578
