stride_idx,level,beta_pre,beta_post,delta_beta,beta_max,ess_at_dbeta_chosen,n_smc,theta_dim,chees_L_chosen,chees_score_best,chees_L_candidates,chees_scores,eps_step_size,n_mcmc_moves,total_accepts,accept_frac,log_density_pre_mean,log_density_post_mean,delta_log_density,esjd_total,esjd_per_eps_L,wall_seconds_level
2,1,0.0,0.008256865206107697,0.008256865206107697,0.041284326030538485,172.37002016397477,256,16,16,40.536228222512015,16;32;64;128;256,40.536228222512015;14.101700552269248;11.460994602505492;3.534121502305193;2.959853251995488,0.2,8,2043,0.99755859375,-157.71125933580333,-59.168268572246234,98.5429907635571,65.19893832652922,20.374668227040377,11.807866096496582
2,2,0.008256865206107697,0.016513730412215395,0.008256865206107697,0.041284326030538485,225.0493458552917,256,16,16,36.84525967286402,16;32;64;128;256,36.84525967286402;16.308483226548784;9.689231591089706;2.1574794276184517;2.5114608237571376,0.2,8,2030,0.9912109375,-59.168268572246234,-37.8283707530627,21.339897819183534,66.58150430989369,20.806720096841776,11.479363918304443
2,3,0.016513730412215395,0.024770595618323094,0.008256865206107699,0.041284326030538485,238.58243020597303,256,16,16,27.06855264187312,16;32;64;128;256,27.06855264187312;12.048493326859985;8.228074341134233;2.3186621049568603;1.804418109441059,0.2,8,2037,0.99462890625,-37.8283707530627,-24.917260615726263,12.911110137336436,63.44508760764151,19.82658987738797,11.5539710521698
2,4,0.024770595618323094,0.03302746082443079,0.008256865206107696,0.041284326030538485,246.35198009747026,256,16,16,30.663178759314757,16;32;64;128;256,30.663178759314757;9.714812407998965;7.279798765434005;2.050640572888274;1.508908962711644,0.2,8,2027,0.98974609375,-24.917260615726263,-19.93328447972999,4.983976135996272,60.84209674822022,19.013155233818818,11.613595008850098
2,5,0.03302746082443079,0.041284326030538485,0.008256865206107696,0.041284326030538485,248.33503406981563,256,16,16,33.76841528394484,16;32;64;128;256,33.76841528394484;9.552712966410702;5.63782625280672;2.845088509879048;1.361744377172858,0.2,8,2030,0.9912109375,-19.93328447972999,-14.351512185810861,5.58177229391913,59.214128929646954,18.50441529051467,11.491493940353394
4,1,0.0,0.008674718903055342,0.008674718903055342,0.04337359451527671,175.13754571026493,256,16,16,19.24804891995065,16;32;64;128;256,19.24804891995065;8.177329432417075;5.993624623836247;2.5298279874329266;1.3235803926780867,0.2,8,2038,0.9951171875,-145.55044594345782,-55.96511466915945,89.58533127429837,65.04470588395004,20.326470588734388,11.595777034759521
4,2,0.008674718903055342,0.017349437806110684,0.008674718903055342,0.04337359451527671,225.2652810012211,256,16,16,27.577887389985797,16;32;64;128;256,27.577887389985797;11.893313132811105;7.3126322908747285;3.58241626697901;1.9387622118479293,0.2,8,2027,0.98974609375,-55.96511466915945,-33.371132897187636,22.593981771971812,64.6092854981724,20.190401718178872,11.619025945663452
4,3,0.017349437806110684,0.026024156709166024,0.00867471890305534,0.04337359451527671,240.6419028137386,256,16,16,31.27296427726199,16;32;64;128;256,31.27296427726199;13.422438557492946;8.098129239455947;2.3138574059674366;2.203710333347825,0.2,8,2038,0.9951171875,-33.371132897187636,-25.706987938869133,7.664144958318502,61.93396648380086,19.354364526187766,11.702878952026367
4,4,0.026024156709166024,0.03469887561222137,0.008674718903055344,0.04337359451527671,245.15580408961935,256,16,16,29.070306229639993,16;32;64;128;256,29.070306229639993;11.330029578857808;5.394998099194215;2.587480356712828;2.034253908758815,0.2,8,2029,0.99072265625,-25.706987938869133,-19.5827347344557,6.124253204413435,59.630782639608434,18.634619574877636,11.667529106140137
4,5,0.03469887561222137,0.04337359451527671,0.008674718903055344,0.04337359451527671,248.71152889585528,256,16,16,20.89469035588093,16;32;64;128;256,20.89469035588093;8.84158163321396;4.737709185273156;2.171384673394609;1.3407475499693413,0.2,8,2034,0.9931640625,-19.5827347344557,-16.813461301038842,2.7692734334168563,60.74913935072045,18.984106047100138,11.69180679321289
6,1,0.0,0.009945597282168867,0.009945597282168867,0.04972798641084433,169.95092312348336,256,16,16,32.652259072474784,16;32;64;128;256,32.652259072474784;12.890293474859126;7.0420667271041815;2.116785914668354;1.662344555142304,0.2,8,2035,0.99365234375,-142.11891434233985,-54.164552909982376,87.95436143235747,66.79796061696707,20.874362692802208,11.587162017822266
6,2,0.009945597282168867,0.019891194564337734,0.009945597282168867,0.04972798641084433,221.6925002086396,256,16,16,39.43438102037753,16;32;64;128;256,39.43438102037753;12.696826619631755;10.340914283885782;2.653942600197048;2.8375914138526817,0.2,8,2042,0.9970703125,-54.164552909982376,-35.48772349084447,18.676829419137903,63.46731274945022,19.833535234203193,11.47206711769104
6,3,0.019891194564337734,0.029836791846506602,0.009945597282168869,0.04972798641084433,236.11272724119212,256,16,16,29.379531978863124,16;32;64;128;256,29.379531978863124;12.671212587550169;7.425067723007915;2.064703520996889;1.9428464376229861,0.2,8,2035,0.99365234375,-35.48772349084447,-23.64300179568363,11.844721695160843,63.247757641922206,19.76492426310069,11.52743911743164
6,4,0.029836791846506602,0.03978238912867547,0.009945597282168865,0.04972798641084433,243.97548573340157,256,16,16,29.489126459933512,16;32;64;128;256,29.489126459933512;14.233238621295673;8.415640959931352;2.374199505990913;1.935333582039094,0.2,8,2029,0.99072265625,-23.64300179568363,-14.366132747431948,9.276869048251683,62.474562512136416,19.52330078504263,11.61967396736145
6,5,0.03978238912867547,0.04972798641084433,0.009945597282168865,0.04972798641084433,250.45448031562105,256,16,16,29.818431903229392,16;32;64;128;256,29.818431903229392;12.018581360585149;8.589816364448545;2.3458279186298916;2.1414513793981294,0.2,8,2036,0.994140625,-14.366132747431948,-12.90476308169309,1.4613696657388573,60.10268886867366,18.78209027146052,11.543147087097168
8,1,0.0,0.010079407152247269,0.010079407152247269,0.05039703576123634,169.12464573784018,256,16,16,35.82858456648429,16;32;64;128;256,35.82858456648429;17.206849686172163;10.24208438267673;3.1965068462845023;2.552692105032488,0.2,8,2034,0.9931640625,-130.20262238601754,-60.338198344863486,69.86442404115405,65.17214706955635,20.366295959236357,11.510353088378906
8,2,0.010079407152247269,0.020158814304494538,0.010079407152247269,0.05039703576123634,217.25489118753163,256,16,16,30.828734703553618,16;32;64;128;256,30.828734703553618;9.979379466177617;7.519373434157064;2.2910236388936576;1.8860026839320687,0.2,8,2029,0.99072265625,-60.338198344863486,-31.01859084953685,29.319607495326636,61.331781895049645,19.166181842203013,11.559823036193848
8,3,0.020158814304494538,0.030238221456741807,0.010079407152247269,0.05039703576123634,240.18986944432618,256,16,16,39.96742122394019,16;32;64;128;256,39.96742122394019;15.204782268572608;10.102540425200932;2.872972413584388;2.919164892533118,0.2,8,2035,0.99365234375,-31.01859084953685,-22.851064838945604,8.167526010591246,62.92313115411608,19.663478485661273,11.659311056137085
8,4,0.030238221456741807,0.040317628608989076,0.010079407152247269,0.05039703576123634,245.04367796522422,256,16,16,28.02014959856238,16;32;64;128;256,28.02014959856238;11.938212880064462;8.65925156340727;2.21024216970533;2.0842358452935614,0.2,8,2031,0.99169921875,-22.851064838945604,-17.380253130691926,5.470811708253677,61.82555982521241,19.320487445378877,11.598243951797485
8,5,0.040317628608989076,0.05039703576123634,0.010079407152247262,0.05039703576123634,248.7450594612041,256,16,16,28.80781027528823,16;32;64;128;256,28.80781027528823;10.847133869058174;7.773991367673224;1.748696337221179;1.5296778711567,0.2,8,2027,0.98974609375,-17.380253130691926,-13.015141983371905,4.365111147320022,59.27893047890883,18.52466577465901,11.530012130737305
10,1,0.0,0.012739314892869752,0.012739314892869752,0.06369657446434876,147.54301563755791,256,16,16,40.20149077648421,16;32;64;128;256,40.20149077648421;12.250059812268205;9.6581422499844;2.732080650237915;2.559609708271348,0.2,8,2033,0.99267578125,-142.04263072626236,-53.288541859930774,88.75408886633159,65.50216185770549,20.469425580532963,11.542854070663452
10,2,0.012739314892869752,0.025478629785739504,0.012739314892869752,0.06369657446434876,213.0902846599702,256,16,16,30.867549752070655,16;32;64;128;256,30.867549752070655;12.400842395243975;8.133169147394225;2.50214985815656;1.9270617267732597,0.2,8,2029,0.99072265625,-53.288541859930774,-26.038211080925976,27.2503307790048,65.03805533458896,20.32439229205905,11.585579872131348
