stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi,A_mean_so_far,B_end,F_end,A_end
1,0.19782710075378418,0,0,1.0,0.09762438202962109,0.05548917838471154,0.2959598949425707,0.09490694569916792
2,35.54180693626404,5,5,1.0,0.09503506122119791,0.05931131404419524,0.29175707404930723,0.0914359674741382
3,15.183831930160522,5,0,0.5207196,0.09282452121089348,0.060026349389098684,0.2796099700097946,0.08555149011381509
4,33.4479820728302,5,6,0.49168313,0.09071703230032147,0.06481478516731194,0.25919532392254835,0.08452271802878311
5,16.501070022583008,5,0,2.2035992,0.08946534643693474,0.07782511247817836,0.276849063465459,0.08430036101129108
6,30.729766130447388,5,5,2.2519925,0.08801972819000309,0.09016210309142045,0.28929292880532753,0.07851515650998286
7,15.094539880752563,5,0,1.5688027,0.08674841612209992,0.09818715844728557,0.2915535745101667,0.08159592341533978
8,33.039215087890625,5,6,1.5925536,0.0856996544149286,0.10854373126331181,0.29095426311425326,0.07515678434809117
9,13.655571937561035,5,0,2.3846705,0.0843427458139687,0.12163145231062714,0.3019244530104275,0.07554628289694196
10,33.485674142837524,5,6,2.4366577,0.08343851800604903,0.13841669545491847,0.3202381851697518,0.07712202708803062
11,13.935166835784912,5,0,2.2920759,0.082622566711431,0.14763769239967361,0.33140154787108395,0.07400209003802233
12,27.394927978515625,5,5,2.3461473,0.08148794297693206,0.16187339901278042,0.3435540309511778,0.06533139806353143
13,12.171319007873535,5,0,0.70092106,0.08003323867982154,0.16418361469341136,0.3317065179879096,0.062136802585977834
14,31.433531999588013,5,5,0.69078594,0.07867528954369042,0.1644110621035777,0.31989337196632533,0.058258122108922304
15,14.920984983444214,5,0,0.88928443,0.07725757728993726,0.16702684116506408,0.31051449246827595,0.05879792122716657
16,33.934722900390625,5,6,0.8891885,0.07619180107453244,0.1716193159241067,0.2994120276641765,0.06021043074574728
17,13.813726902008057,5,0,2.2134945,0.07531235284607354,0.18426028762872249,0.31241388143759347,0.06017862715239976
