stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi_B,daily_phi_S,A_mean_so_far,B_end,S_end,F_end,A_end,KFB_end,KFS_end
114,38.56318497657776,6,5,0.22875233,0.1557578,0.8528331421005951,0.2459436885517995,0.23775109985824575,0.08153071397488612,0.789623825402901,0.04893095382260226,0.0644596576869443
115,6.578388929367065,5,0,0.17670049,0.18559998,0.8522526242295663,0.24951880367465107,0.2369961615881332,0.0800438241001658,0.7735149115919088,0.049529999642673565,0.0643342401734306
116,44.13926315307617,5,6,0.17426072,0.18318619,0.8515431150153298,0.2505249616240802,0.23830030535267044,0.0781006174361206,0.7728009811008936,0.04970179647287034,0.06535533787355939
117,6.883975982666016,5,0,0.17929578,0.14748912,0.8509121100650093,0.24977611048038176,0.2403211412773796,0.07614230994197463,0.7809855850888976,0.05118522244358914,0.0665665886752429
118,44.516582012176514,5,6,0.1776524,0.14601238,0.8503107596548044,0.2504820976039555,0.2403803431525617,0.07622046564383887,0.7778645353534482,0.050871581364356135,0.06726008499409065
119,6.7409069538116455,5,0,0.26787618,0.15946235,0.8497292808539013,0.24646685456452427,0.24324558353129283,0.07416714218617583,0.7819925840935671,0.051948649606162044,0.06840212000304081
120,44.91179609298706,5,6,0.26683915,0.15645103,0.84906422814452,0.24163908993945446,0.24026184864655842,0.07808409467196425,0.7576951709637272,0.05168169123227768,0.06852933217693857
121,7.980678081512451,6,0,0.2274188,0.19152845,0.8483481620339424,0.24105817642137342,0.23569835793489888,0.07621612251570609,0.7675934632128406,0.051483456373079106,0.06745946583635856
122,46.07974696159363,6,6,0.2247561,0.18858577,0.8476732539790598,0.24247596867028218,0.23846438717199633,0.08488471179579837,0.7737709062161223,0.05130153424977428,0.06886447291685921
123,8.103852987289429,6,0,0.21769167,0.15995745,0.8470381465577971,0.23883736101393913,0.23586965951514635,0.08348871529870028,0.7573503820077302,0.051505496746361464,0.06881602028815326
124,45.157071113586426,5,6,0.21582277,0.15711877,0.8463188490096939,0.2371080816934978,0.23400795609831407,0.08123866851034943,0.7514878411219873,0.05126963595680252,0.0690856429254198
125,6.918866872787476,5,0,0.22840194,0.15410857,0.8455571532898372,0.23400987073595123,0.24070283674514287,0.08471790343062083,0.7532123404363948,0.05157581746770656,0.06765462281339918
126,45.002882957458496,5,6,0.2268061,0.15215416,0.8448624854573629,0.2337015541133106,0.24126945805057196,0.0822495269940612,0.7560734190270356,0.052599462365009196,0.06849634712056432
127,7.992503881454468,6,0,0.21747021,0.1268083,0.8441980734469786,0.23998643845731718,0.23962387140742833,0.08259079980028199,0.7597759221065234,0.052665965325379184,0.0675184039691953
128,44.63518190383911,5,6,0.2150833,0.124595605,0.8434938819635073,0.23744009541985742,0.23495971242925845,0.08432455063313501,0.7528938741454259,0.05227025718940012,0.06703947924143198
129,7.888859987258911,6,0,0.21120161,0.17192864,0.8428051870278163,0.23141412351587776,0.2314774851458646,0.08740297000684981,0.7468875039932068,0.05075041392099731,0.06560084900203203
130,38.5230770111084,5,5,0.20914821,0.16939764,0.8419875983917751,0.23334600313818168,0.2336068579974646,0.08978380196004293,0.7358666597189136,0.051758066392494154,0.06492215735718647
131,6.542603015899658,5,0,0.20127581,0.1943003,0.8411740760199005,0.23186110401615745,0.23339556777558576,0.08804225747137283,0.7353859904852235,0.051753191103066046,0.06676692692207487
132,44.69414520263672,5,6,0.19993033,0.19170451,0.8403707175517892,0.23342262165852315,0.23365137000280484,0.08501880308904004,0.7438661464597754,0.051872029025926886,0.0661395821402567
133,8.037883996963501,6,0,0.20367695,0.16183466,0.8395728380089172,0.23107911470259962,0.2309143426575711,0.08429044181451942,0.7290038080301119,0.051855326232763795,0.06704435255171214
134,44.98286509513855,5,6,0.20266221,0.15952004,0.8387329539403868,0.22579586549788072,0.22974983319665487,0.08068500976509017,0.7243600961075454,0.05112402674107092,0.06660977519021667
135,7.860284805297852,6,0,0.23758896,0.15151966,0.8378303872369636,0.22437331140011466,0.2301523703850884,0.08493598583959595,0.7139334752902771,0.05039836100464061,0.06699554882201791
136,44.89738082885742,5,6,0.23610722,0.14863327,0.8368923801974938,0.221705613291905,0.23127168523313352,0.08370249590263668,0.7134889046147285,0.05016821104660327,0.06625178110701614
137,6.802778005599976,5,0,0.23219238,0.20372997,0.8360080807772075,0.2230157527746819,0.2258901675107435,0.08810228490320404,0.7243610492115483,0.0498484675271554,0.06630733106578345
138,45.28074383735657,5,6,0.23011927,0.2009611,0.8352376239503033,0.21970601562377953,0.22748014122531635,0.09187958304191719,0.7385374352183547,0.05046781223165037,0.0646613805758266
139,7.064020872116089,5,0,0.19908617,0.13837111,0.8345197484967984,0.21434241591250883,0.23230105642419557,0.08661797063775176,0.7297273845619473,0.051926784042898695,0.06357306924330094
140,44.62679600715637,5,6,0.197062,0.1360041,0.8337525998671184,0.2143002123384115,0.22985529772016203,0.08858265589845965,0.7343022880630691,0.04990941052476997,0.0623844325473984
141,7.887456893920898,6,0,0.21544825,0.19175763,0.8330309909521102,0.2149523035704309,0.2341051417743266,0.09052984945878041,0.7353503616721104,0.05088693155503693,0.06168338792089909
142,44.818416118621826,5,6,0.21489795,0.18957792,0.8323042121309219,0.21236454812804215,0.23145551419942217,0.09359795330579339,0.725639273621127,0.05069443123265192,0.061167070511465055
143,6.675466060638428,5,0,0.20781285,0.121329166,0.8316159056022012,0.21198282717789133,0.2349999774533298,0.09047662793868785,0.7361033151351606,0.05034439260374763,0.060111737561720155
144,44.86655116081238,5,6,0.20631279,0.11933252,0.8309284578020664,0.2097529981199193,0.23280720515462172,0.09374361707593426,0.7319308957330916,0.04939942008122234,0.06008292891615445
145,6.779649972915649,5,0,0.19618447,0.1484679,0.8301948327850808,0.21282013883820391,0.23200339504221132,0.08986858669308201,0.7346318798735348,0.0488708577567144,0.060155058370168144
146,44.8396270275116,5,6,0.19503905,0.14664958,0.8294575235951578,0.21071156025179066,0.2293843738429754,0.08912496262479062,0.7381853587784867,0.04785084170288861,0.060425871503645305
147,6.737457990646362,5,0,0.22323965,0.14725275,0.8288182532641503,0.2134377204826884,0.23153662289005694,0.0888241155925799,0.7318530040624428,0.04730573658042153,0.05947905585385084
148,46.18346405029297,6,6,0.22175758,0.14526573,0.8281526710231845,0.21417996084931748,0.2296502919027665,0.08804270578260172,0.7260152543006912,0.047792553271904646,0.05948323945471007
149,6.639825820922852,5,0,0.28090706,0.13422628,0.8274272484559938,0.21306038189311605,0.226079726011696,0.08580393246875163,0.7188824812368785,0.04850973360289488,0.05824806451250809
150,45.344712018966675,6,6,0.2796064,0.1325012,0.8267072597999864,0.21406115742455803,0.22308683106906066,0.08750037838479391,0.7219750019606065,0.04877182628083788,0.0576910338742914
151,6.9509429931640625,5,0,0.2594078,0.18771113,0.8260261988245816,0.21025695354956622,0.22243583746416365,0.0886351570451418,0.7280192831530943,0.049247654353611836,0.05852898850252959
152,44.62513494491577,5,6,0.25643468,0.18526828,0.8253228195468234,0.21256409059445613,0.22118205962050455,0.09110268581546599,0.7051065064283544,0.048732546375079795,0.059616603197808656
153,6.666682958602905,5,0,0.21157575,0.1641383,0.8245314676650927,0.21036722954280693,0.21927407254786344,0.09138578937606415,0.7041453148545854,0.04954661579780199,0.05950355455993275
