stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi_B,daily_phi_S,A_mean_so_far,B_end,S_end,F_end,A_end,KFB_end,KFS_end
1,0.24130511283874512,0,0,1.0,1.0,0.46994303228159234,0.5056420807006312,0.45239418646350965,0.2396305635317481,0.47796601581514037,0.06205055986995611,0.07180890244739321
2,59.654305934906006,9,6,1.0,1.0,0.48014646956548157,0.5038613871919895,0.45526816248180585,0.2792167106124095,0.4946139422619946,0.0628751970339331,0.07356110279359278
3,6.5612428188323975,5,0,0.17233844,0.14611344,0.4898742178287914,0.5049009011007647,0.44944978452626605,0.2610588087147644,0.5264165007064951,0.06147283114861929,0.07396857372336345
4,38.73883509635925,5,5,0.16951941,0.14326963,0.5012523674218324,0.5000001620963944,0.4489482892429384,0.24427534422081373,0.5463597557529696,0.061378141442996255,0.07371199734520771
5,6.813714981079102,5,0,0.2201615,0.1823572,0.5146476644100608,0.5053099108691684,0.442963239157727,0.2410459844361134,0.5897345030551883,0.060907493578861306,0.07419646705516625
6,45.45879912376404,5,6,0.21808238,0.17922205,0.5303907406622314,0.4989945611382213,0.4399280885628376,0.22568936816348917,0.6222322538321534,0.0611963310933757,0.07397423623901464
7,6.198405027389526,5,0,0.16153353,0.1809935,0.5456050145509137,0.49327370803886805,0.4331617469696555,0.21043190576472529,0.6427345106379706,0.060670575290919224,0.07458373128308622
8,45.6918740272522,5,6,0.15896572,0.1773709,0.5609185457331118,0.4911671253270012,0.4313209231642541,0.20192453171850339,0.6886577390383486,0.06015874784956803,0.07501045629395567
9,6.617985010147095,5,0,0.15586361,0.17420328,0.575234591750022,0.48332399862500997,0.42839818616950137,0.18732879907612832,0.7085436639149414,0.05894187285781632,0.07424234405518705
10,46.421406984329224,6,6,0.15342689,0.1714133,0.5897893918097113,0.4802266993606918,0.42277972845401934,0.17838554841878462,0.7255226367306833,0.059712893170721044,0.07463382129134782
11,7.770413160324097,6,0,0.1748454,0.1580383,0.6029866301371816,0.4659823532823467,0.41717317970589957,0.16492937381666373,0.7521730959784211,0.06108679268218854,0.07387992948455101
12,45.39309287071228,5,6,0.17211294,0.15515555,0.6167300980664954,0.470590204849458,0.41761319448099726,0.15834398549701337,0.7739234803621882,0.06197360105993938,0.07276142712699525
13,7.91109299659729,6,0,0.18395293,0.15609491,0.6305156231751557,0.46964779860584227,0.4132596820375808,0.1526107828364477,0.8130361660376191,0.06332918714524019,0.0722053319711393
14,45.79848313331604,5,6,0.18237667,0.15357602,0.6435778521867936,0.4685507839279702,0.40598687864054156,0.1514882727727613,0.8206270938260892,0.06207096303547317,0.07253548651429605
15,7.109650135040283,5,0,0.18181895,0.19186725,0.656081555905408,0.4617976779161772,0.4055688939257969,0.14238778928243978,0.847646194048702,0.0626535614440989,0.07224528863232682
16,44.78597092628479,5,6,0.17789985,0.18843764,0.6684860580925345,0.4586615317391544,0.3989526358426674,0.1384095017021256,0.8522046527574071,0.06342756710442704,0.07239564789531386
17,7.9644129276275635,6,0,0.1709233,0.13606603,0.6797927621741611,0.44756961023738356,0.39795545881252303,0.1270879328303372,0.857924430115917,0.06306740339747742,0.07427988959554316
18,46.016507148742676,6,6,0.16892798,0.13377854,0.6911800615893291,0.4385833839332654,0.39069805516577716,0.1209618111841017,0.9053985545226546,0.06238811962558817,0.07443390231057502
19,8.056939125061035,6,0,0.18871431,0.15131105,0.7028080126161942,0.43039253971183694,0.3892405297916226,0.1142228681842823,0.9068273189525007,0.060138495435668515,0.07320849371200923
20,44.4469850063324,5,6,0.18637572,0.14824362,0.7135231301640084,0.4279752568400679,0.39103179987622316,0.10807225820919544,0.9224552494104494,0.05917452078513497,0.07169847391378431
21,7.848322868347168,6,0,0.18438055,0.14839058,0.723600915570684,0.43026322229889513,0.3908811186074611,0.10447421782142156,0.9323988286619402,0.05917439424705736,0.07022865369774862
22,44.28330898284912,5,6,0.1821276,0.14639923,0.7334587245181492,0.4265659774122057,0.3833489051940766,0.10204309226000394,0.951131707013757,0.060522198442704775,0.0710248614624654
23,6.473961114883423,5,0,0.20607209,0.13920937,0.7443002003311538,0.4227334404269599,0.38089966372211237,0.09739411919628549,0.9983911084921393,0.05900527012401133,0.0731153410748749
24,46.11809992790222,6,6,0.20392917,0.13696127,0.7549485573293135,0.4139659819562424,0.3800782418649024,0.0931854172185332,1.0044570546869258,0.0585477578041826,0.07209006366946664
25,6.745815992355347,5,0,0.20785654,0.15987046,0.7648356188957942,0.4093476642052667,0.37890926372168643,0.0901379701673459,1.0119770716438299,0.05904062109493938,0.07444071035190475
26,44.78961491584778,5,6,0.20587568,0.15740706,0.774254758920146,0.4061359731197931,0.3783791157863034,0.090266424005006,1.022774204920025,0.05850363794503029,0.07385033726662814
27,6.3873231410980225,5,0,0.15150811,0.15240191,0.7832740375845757,0.40005640845683677,0.3731248433173138,0.08673698348831721,1.0199780924757513,0.0578028088144009,0.07283655680531881
28,47.12453293800354,6,6,0.14921352,0.15054606,0.7912605992339569,0.3933008131364687,0.3692082501012849,0.083205988115538,0.9996976020368669,0.056227838345407524,0.07280305055260128
29,8.06365180015564,6,0,0.1715343,0.16023648,0.7984325833229341,0.39150241318620377,0.36537351584116806,0.07955142282168673,0.9931651243457374,0.05607832617546055,0.07267526903218119
