stride,t_wall_s,n_temp_filter,n_temp_ctrl,daily_phi,A_mean_so_far,B_end,F_end,A_end
1,0.19141292572021484,0,0,1.0,0.09762438202962109,0.05548917838471154,0.2959598949425707,0.09490694569916792
2,29.24398398399353,5,6,1.0,0.09503506122119791,0.05931131404419524,0.29175707404930723,0.0914359674741382
3,16.506445169448853,5,0,2.665146,0.09280881037406224,0.07320637066031474,0.3107128417288746,0.08542256194622876
4,22.28858208656311,5,6,2.7906864,0.0906261896697329,0.09229955049907529,0.320735085438393,0.08401104395665052
5,15.298258066177368,5,0,2.6954546,0.08923341416396517,0.10803965539620605,0.3415097124555168,0.083257742262096
6,21.42638397216797,5,6,2.8144407,0.08760730421388084,0.12337214547823698,0.35736569426020176,0.07696828239762275
7,15.135720014572144,5,0,2.6868618,0.0861283325848356,0.1377869575164329,0.37094237954259723,0.07941768223473193
8,22.368653059005737,5,6,2.8066118,0.08484488330804459,0.15540616730794582,0.38182132310725975,0.07239803904540042
9,14.937022924423218,5,0,2.692954,0.08323955581400269,0.169763249067126,0.39033018957463017,0.0721077799644168
10,21.181917905807495,5,6,2.8075027,0.08206623960209983,0.18871169542317234,0.40828833103969553,0.07297180734756088
11,13.7190101146698,5,0,2.6798403,0.08097164488915282,0.19927619329419022,0.4188913515843593,0.06927676670799664
12,25.53083109855652,5,6,2.7991502,0.0795665935254175,0.2158452832979733,0.4316181360821799,0.06029336066553946
13,11.050565958023071,5,0,2.6744,0.07785522450649011,0.22956155403957204,0.4425309642670835,0.056595076451243974
14,25.162476062774658,5,6,2.7956617,0.07623157865632883,0.2415599315985067,0.4537027572778475,0.05213314635098156
15,16.53355312347412,5,0,2.6439319,0.07454140298670142,0.2538013735855883,0.46040770920403623,0.05178942569043204
16,23.01446509361267,5,6,2.773856,0.07316975179554522,0.26903637822270415,0.46561679441433057,0.05215311308700084
17,12.423593997955322,5,0,2.6873953,0.07195760369607589,0.28356684182264674,0.47431528764697306,0.05112281876766796
18,24.410189151763916,5,6,2.804985,0.07096560231247807,0.2977949067420411,0.48594660234517423,0.05817069068841588
19,10.434571027755737,5,0,2.6375449,0.07023962282579645,0.3119602661596851,0.48718341718455555,0.057973084703649556
20,24.731934070587158,5,6,2.7665875,0.0694778861198995,0.3251893797516189,0.49454318008640036,0.05306741053925272
21,15.213670015335083,5,0,2.6852503,0.06845408126950951,0.33709303855047,0.49977183972346956,0.04529491775790838
22,21.81037187576294,5,6,2.8013341,0.06736582142302816,0.34831070372672424,0.5018363080779007,0.04534846351008037
23,15.374003887176514,5,0,2.6779563,0.06640310614182504,0.3613321832259498,0.5057827173190088,0.047026948698271946
24,24.438419103622437,5,6,2.7980478,0.0656281540069687,0.3728928653559743,0.5097826196269954,0.05036776596468016
25,9.472663164138794,5,0,2.6581643,0.06492971872179602,0.3823573368039324,0.49977170635644913,0.048402177016665396
26,26.062079906463623,5,6,2.7860043,0.06425478307006112,0.3959090790320063,0.5064422087691244,0.04624068571651858
27,16.402957916259766,5,0,2.7086718,0.06370695839202911,0.40959548723734296,0.51379010103102,0.05093373805915968
