stride_idx,level,beta_pre,beta_post,delta_beta,beta_max,ess_at_dbeta_chosen,n_smc,theta_dim,chees_L_chosen,chees_score_best,chees_L_candidates,chees_scores,eps_step_size,n_mcmc_moves,total_accepts,accept_frac,log_density_pre_mean,log_density_post_mean,delta_log_density,esjd_total,esjd_per_eps_L,wall_seconds_level
2,1,0.0,1.7824171410799337,1.7824171410799337,16.12789625529224,512.0000005601873,1024,12,16,25.765711133939508,16;32;64;128;256;512,25.765711133939508;13.80236178154408;9.244607049874121;2.747474338542969;2.4145421677462346;0.19705261468650898,0.2,8,8144,0.994140625,1.8145370852853375,2.204042659463994,0.3895055741786564,51.67131639213078,16.147286372540865,1.7566890716552734
2,2,1.7824171410799337,4.225184866306202,2.4427677252262687,16.12789625529224,512.0000002627157,1024,12,16,20.85759817005748,16;32;64;128;256;512,20.85759817005748;8.893270112129583;5.352747189126619;1.16269492539773;1.0035107994219954;0.3146688317054108,0.2,8,8146,0.994384765625,2.204042659463994,2.590132819455903,0.3860901599919089,48.078140371754984,15.024418866173432,1.4490690231323242
2,3,4.225184866306202,7.450764117364651,3.2255792510584484,16.12789625529224,617.2392813790098,1024,12,16,18.299740462776686,16;32;64;128;256;512,18.299740462776686;5.904380692444936;3.8045229774853353;1.581734717109095;0.9033841914588062;0.1844966512492828,0.2,8,8134,0.992919921875,2.590132819455903,2.824463414015554,0.23433059455965122,43.005746590319475,13.439295809474835,1.4387309551239014
2,4,7.450764117364651,10.6763433684231,3.2255792510584484,16.12789625529224,793.6486697718464,1024,12,16,18.838774673722334,16;32;64;128;256;512,18.838774673722334;8.563601672310805;4.6997570902155195;1.8698058140420721;1.2775190825855602;0.10549724715695365,0.2,8,8115,0.9906005859375,2.824463414015554,2.925410960255249,0.10094754623969493,41.55284889152838,12.985265278602617,1.678529977798462
2,5,10.6763433684231,13.901922619481548,3.2255792510584484,16.12789625529224,893.306429907462,1024,12,16,18.635225498023477,16;32;64;128;256;512,18.635225498023477;7.357472993760532;4.7300387938609205;1.694888213371755;1.128214419280131;0.24911265118960152,0.2,8,8074,0.985595703125,2.925410960255249,2.9851959216939576,0.059784961438708706,40.34991914374467,12.60934973242021,1.4016659259796143
2,6,13.901922619481548,16.12789625529224,2.225973635810691,16.12789625529224,976.6182045398422,1024,12,16,15.056022229673266,16;32;64;128;256;512,15.056022229673266;4.906767475066494;3.925072915542521;1.2703480201910748;0.9345569029174777;0.21814207500214916,0.2,8,8068,0.98486328125,2.9851959216939576,3.010837940411875,0.02564201871791738,40.07631496258363,12.523848425807383,1.432093858718872
4,1,0.0,1.5373275379444946,1.5373275379444946,14.153027597471349,512.0000010935578,1024,12,16,19.175057027183424,16;32;64;128;256;512,19.175057027183424;9.882271507618292;5.798096238983684;1.5885278761289892;1.3907809645278357;0.13024695026432087,0.2,8,8162,0.996337890625,2.3515620335292624,2.8308005611852423,0.47923852765597985,54.26974777279403,16.959296178998134,1.4202759265899658
4,2,1.5373275379444946,3.491136002107866,1.9538084641633713,14.153027597471349,512.0000006861965,1024,12,16,23.178190279228964,16;32;64;128;256;512,23.178190279228964;10.3633886344526;6.0955552084367275;2.424921953863567;1.6216612913158472;0.24242874097800252,0.2,8,8138,0.993408203125,2.8308005611852423,3.2825792502735567,0.4517786890883144,48.88624011506758,15.276950035958619,1.4452111721038818
4,3,3.491136002107866,6.321741521602136,2.83060551949427,14.153027597471349,522.5159998670069,1024,12,16,32.77535343235782,16;32;64;128;256;512,32.77535343235782;9.230263894289822;7.228085317012246;1.6341329110228886;1.674802708425831;0.20320700800599506,0.2,8,8118,0.990966796875,3.2825792502735567,3.6223521828760568,0.3397729326025001,42.7536969463794,13.360530295743562,1.431100845336914
4,4,6.321741521602136,9.152347041096405,2.830605519494269,14.153027597471349,728.9429604033751,1024,12,16,20.801199961480414,16;32;64;128;256;512,20.801199961480414;8.461433956057949;4.438311302652708;0.9772747528712669;1.1552163720824096;0.2225084061378974,0.2,8,8096,0.98828125,3.6223521828760568,3.7889755351570784,0.16662335228102165,39.847049484590244,12.45220296393445,1.4245848655700684
4,5,9.152347041096405,11.982952560590675,2.83060551949427,14.153027597471349,846.4181983507366,1024,12,16,17.778801183922333,16;32;64;128;256;512,17.778801183922333;7.540727873627181;3.807104296154286;1.2216571021294815;0.8515678600053556;0.18903537917621444,0.2,8,8087,0.9871826171875,3.7889755351570784,3.874440869960381,0.08546533480330254,37.91414388839884,11.848169965124637,1.3951120376586914
4,6,11.982952560590675,14.153027597471349,2.1700750368806734,14.153027597471349,940.6427729720609,1024,12,16,13.103148685919818,16;32;64;128;256;512,13.103148685919818;5.024480426277261;2.801287073100976;1.1919324227337418;0.6345850269964435;0.12174721542814981,0.2,8,8057,0.9835205078125,3.874440869960381,3.9202940160648723,0.045853146104491316,38.17582684055226,11.92994588767258,1.4164011478424072
6,1,0.0,1.6415081974477306,1.6415081974477306,14.713820788386183,512.0000009189512,1024,12,16,28.296543349461018,16;32;64;128;256;512,28.296543349461018;14.828347775640195;10.07863421659482;3.1023354702828523;2.424818291228441;0.22997548942541685,0.2,8,8152,0.9951171875,2.7151080138883117,3.1731829212039884,0.4580749073156767,52.7286169055452,16.477692782982874,1.4461760520935059
6,2,1.6415081974477306,3.674210302501691,2.03270210505396,14.713820788386183,512.0000004871563,1024,12,16,25.701897945933922,16;32;64;128;256;512,25.701897945933922;8.798231776659776;5.913647900019184;1.657942285395199;1.4397017560162455;0.234768166077665,0.2,8,8128,0.9921875,3.1731829212039884,3.625520747484188,0.4523378262801998,48.63081758548803,15.197130495465009,1.419740915298462
6,3,3.674210302501691,6.616974460178928,2.942764157677237,14.713820788386183,577.7546213304958,1024,12,16,20.813480355631064,16;32;64;128;256;512,20.813480355631064;11.016442485084008;5.5058978146648645;2.49943577488548;1.7685401604134177;0.2200046115287728,0.2,8,8104,0.9892578125,3.625520747484188,3.9129412677175424,0.2874205202333542,41.56300398919485,12.98843874662339,1.8173542022705078
6,4,6.616974460178928,9.559738617856166,2.942764157677238,14.713820788386183,774.1860648032474,1024,12,16,20.969380270088912,16;32;64;128;256;512,20.969380270088912;7.57910466533067;5.253192800476876;1.4283575721708475;1.3671284232838101;0.20242381984695934,0.2,8,8108,0.98974609375,3.9129412677175424,4.031765329807968,0.11882406209042529,40.29993985491324,12.593731204660386,1.4284849166870117
6,5,9.559738617856166,12.502502775533403,2.942764157677237,14.713820788386183,870.9998356932779,1024,12,16,26.678977304240316,16;32;64;128;256;512,26.678977304240316;7.752429266670618;4.6728340372217385;1.80195463192452;1.2370941108218239;0.3365579246961437,0.2,8,8090,0.987548828125,4.031765329807968,4.101370793112437,0.0696054633044696,38.857297955150756,12.142905610984611,1.4324901103973389
6,6,12.502502775533403,14.713820788386183,2.2113180128527805,14.713820788386183,960.0051347530697,1024,12,16,22.988906915253466,16;32;64;128;256;512,22.988906915253466;7.850783816195933;4.224318755356166;1.6904206857598298;0.8781337976487581;0.20672829608363544,0.2,8,8067,0.9847412109375,4.101370793112437,4.141930320583924,0.040559527471486945,39.57959323686864,12.368622886521448,1.4266319274902344
